source,name,city,website,domain,founded_year,size_band,band_label,headcount,headcount_unknown,whale_candidate,staffing_mix,stage,reject_reason,evidence
goodfirms,Spine Software Systems Pvt Ltd,"Mohali, India",http://www.espine.in/,espine.in,2004,50-249,,,,,,A,already_in_crm,domain espine.in on a live deal
goodfirms,Appsimity Solutions,"Mohali, India",http://www.appsimity.com,appsimity.com,2012,10-49,,,,,,A,already_in_crm,domain appsimity.com on a live deal
goodfirms,Clerisy Solutions Private Limited,"Mohali, India",https://www.clerisysolutions.com,clerisysolutions.com,2010,50-249,,,,,,A,already_in_crm,domain clerisysolutions.com on a live deal
goodfirms,Relinns Technologies,"Mohali, India",http://www.relinns.com,relinns.com,2015,50-249,,,,,,A,already_in_crm,"name ~ ""relinns"" >=0.92"
goodfirms,Anviam Solutions,"Mohali, India",https://anviam.com,anviam.com,2016,50-249,,,,,,A,already_in_crm,domain anviam.com on a live deal
goodfirms,75WAY TECHNOLOGIES PRIVATE LIMITED,"Mohali, India",https://75way.com/,75way.com,2015,50-249,,,,,,A,already_in_crm,"name ~ ""75way"" >=0.92"
goodfirms,WebGuruz Technologies Pvt Ltd,"Mohali, India",https://www.webguruz.in/,webguruz.in,2008,50-249,,,,,,A,already_in_crm,"name ~ ""webguruz"" >=0.92"
goodfirms,Signity Software Solutions,"Mohali, India",http://www.signitysolutions.com/,signitysolutions.com,2009,50-249,,,,,,A,already_in_crm,"name ~ ""signity"" >=0.92"
goodfirms,Backspacce technologies,"Mohali, India",https://backspacce.com/,backspacce.com,2023,10-49,,,,,,A,already_in_crm,"name ~ ""backspacce"" >=0.92"
goodfirms,Shine Dezign Infonet Pvt. Ltd.,"Mohali, India",https://shinedezign.com/,shinedezign.com,2009,50-249,,,,,,A,already_in_crm,"name ~ ""shine dezign infonet"" >=0.92"
goodfirms,Geek Informatic & Technologies Pvt. Ltd.,"Mohali, India",https://www.geekinformatic.com/,geekinformatic.com,2014,50-249,,,,,,A,already_in_crm,"name ~ ""geek informatic"" >=0.92"
goodfirms,Appcrunk Technologies Private Limited,"Mohali, India",https://appcrunk.com,appcrunk.com,2018,10-49,,,,,,A,already_in_crm,domain appcrunk.com on a live deal
goodfirms,Aron Web Solutions,"Mohali, India",http://www.aronwebsolutions.com,aronwebsolutions.com,2012,50-249,,,,,,A,already_in_crm,domain aronwebsolutions.com on a live deal
goodfirms,Codenomad,"Mohali, India",https://www.codenomad.net/,codenomad.net,2015,50-249,,,,,,A,already_in_crm,domain codenomad.net on a live deal
goodfirms,Softtrix Tech Solutions,"Mohali, India",https://www.softtrix.com/,softtrix.com,,250+,,,,,,A,already_in_crm,"name ~ ""softtrix"" >=0.92"
goodfirms,ANNEXCODE,"Mohali, India",https://www.annexcode.com/,annexcode.com,2020,10-49,,,,,,A,already_in_crm,domain annexcode.com on a live deal
goodfirms,Narola Infotech,"Surat, India",http://www.narolainfotech.com/,narolainfotech.com,2005,250+,,,,,,A,already_in_crm,"name ~ ""narola"" >=0.92"
goodfirms,Differenz System,"Surat, India",https://www.differenzsystem.com/,differenzsystem.com,2012,50-249,,,,,,A,already_in_crm,domain differenzsystem.com on a live deal
goodfirms,Adsum Originator LLP,"Surat, India",https://adsumoriginator.com/,adsumoriginator.com,2017,10-49,,,,,,A,already_in_crm,domain adsumoriginator.com on a live deal
goodfirms,Foogle Tech Software,"Surat, India",https://foogletech.com/,foogletech.com,2012,50-249,,,,,,A,already_in_crm,domain foogletech.com on a live deal
goodfirms,Arham Web Works,"Surat, India",https://arhamwebworks.com/,arhamwebworks.com,2012,10-49,,,,,,A,already_in_crm,domain arhamwebworks.com on a live deal
goodfirms,EnactOn Technologies Private Limited,"Surat, India",https://www.enacton.com/,enacton.com,2013,50-249,,,,,,A,already_in_crm,domain enacton.com on a live deal
goodfirms,CREST Infosystems Pvt Ltd,"Surat, India",http://www.crestinfosystems.com/,crestinfosystems.com,2010,50-249,,,,,,A,already_in_crm,domain crestinfosystems.com on a live deal
goodfirms,DI Solutions,"Surat, India",http://disolutions.net/,disolutions.net,2013,50-249,,,,,,A,already_in_crm,domain disolutions.net on a live deal
goodfirms+nasscom,Vision Infotech,"Surat, India",https://visioninfotech.net/,visioninfotech.net,2012,50-249,,,,,,A,already_in_crm,"name ~ ""vision"" >=0.92"
goodfirms,Dignizant Technologies LLP,"Surat, India",https://www.dignizant.com/,dignizant.com,2010,50-249,,,,,,A,already_in_crm,domain dignizant.com on a live deal
goodfirms,3ELIXIR SOLUTIONS,"Surat, India",https://3elixir.com,3elixir.com,2016,10-49,,,,,,A,already_in_crm,domain 3elixir.com on a live deal
goodfirms,Vasundhara Infotech,"Surat, India",https://vasundhara.io/,vasundhara.io,2013,50-249,,,,,,A,already_in_crm,"name ~ ""vasundhara"" >=0.92"
goodfirms,Bigscal Technologies Pvt Ltd,"Surat, India",http://www.bigscal.com,bigscal.com,2010,50-249,,,,,,A,already_in_crm,domain bigscal.com on a live deal
goodfirms,Artoon Solutions,"Surat, India",https://www.artoonsolutions.com,artoonsolutions.com,2009,50-249,,,,,,A,already_in_crm,domain artoonsolutions.com on a live deal
goodfirms+nasscom,Rishabh Software,"Vadodara, India",https://www.rishabhsoft.com,rishabhsoft.com,1999,250+,,,,,,A,already_in_crm,domain rishabhsoft.com on a live deal
goodfirms,Arth Technology,"Vadodara, India",https://arthtechnology.com,arthtechnology.com,2014,10-49,,,,,,A,already_in_crm,domain arthtechnology.com on a live deal
goodfirms,Dreams Design,"Vadodara, India",https://dreamsdesign.in/,dreamsdesign.in,2010,50-249,,,,,,A,already_in_crm,domain dreamsdesign.in on a live deal
goodfirms,Ample Websol,"Vadodara, India",https://www.amplewebsol.com,amplewebsol.com,2014,10-49,,,,,,A,already_in_crm,domain amplewebsol.com on a live deal
goodfirms,Harrier Information Systems Pvt. Ltd.,"Nagpur, India",http://www.harriersys.com/,harriersys.com,2004,50-249,,,,,,A,already_in_crm,"name ~ ""harrier information"" >=0.92"
goodfirms,Antsglobe Technologies,"Nagpur, India",https://antsglobe.com/,antsglobe.com,2012,10-49,,,,,,A,already_in_crm,domain antsglobe.com on a live deal
goodfirms+nasscom,Askgalore Digital,"Bhopal, India",https://askgalore.com/,askgalore.com,2012,10-49,,,,,,A,already_in_crm,domain askgalore.com on a live deal
goodfirms,Act T Connect,"Bhopal, India",https://acttconnect.com/,acttconnect.com,2020,10-49,,,,,,A,already_in_crm,domain acttconnect.com on a live deal
goodfirms,ArYuPay Technologies,"Bhopal, India",http://aryupaytech.com/,aryupaytech.com,2017,50-249,,,,,,A,already_in_crm,domain aryupaytech.com on a live deal
goodfirms,Brandsmashers Tech,"Bhopal, India",https://www.brandsmashers.com/,brandsmashers.com,2018,50-249,,,,,,A,already_in_crm,"name ~ ""brandsmashers"" >=0.92"
nasscom,Data Xgen Technologies Private Limited,Jaipur,https://www.xgenplus.com,xgenplus.com,,,,,,,,A,already_in_crm,domain xgenplus.com on a live deal
nasscom,Inntot Technologies Private Limited,Kochi,https://www.inntot.com,inntot.com,,,,,,,,A,already_in_crm,domain inntot.com on a live deal
nasscom,EmbedSense Solutions Private Limited,Bengaluru,https://embedsense.com/,embedsense.com,,,,,,,,A,already_in_crm,domain embedsense.com on a live deal
nasscom,Qubiqon Consulting India Private Limited,Cochin,https://www.qubiqon.io/,qubiqon.io,,,,79,,,,A,already_in_crm,domain qubiqon.io on a live deal
nasscom,Gateway Internet Protocol Management Private Limited,Pune,https://www.sakon.com/,sakon.com,,,,,,,,A,already_in_crm,domain sakon.com on a live deal
nasscom,MMJS Dataphi Private Limited,Pune,https://dataphimmjs.com/,dataphimmjs.com,,,,77,,,,A,already_in_crm,domain dataphimmjs.com on a live deal
nasscom,Datamorphosis Technologies Private Limited,Pune,http://www.datamorphosis.in,datamorphosis.in,,,,,,,,A,already_in_crm,domain datamorphosis.in on a live deal
nasscom,Ctrl S Datacenters Limited,Hyderabad,https://www.ctrls.com/,ctrls.com,,,,8,,,,A,already_in_crm,domain ctrls.com on a live deal
nasscom,Shimento India LLP,Hyderabad,https://www.shimentox.ai/,shimentox.ai,,,,89,,,,A,already_in_crm,domain shimentox.ai on a live deal
nasscom,Cogentnext Technologies Private Limited,Chennai,https://www.cogentnext.com/,cogentnext.com,,,,41,,,,A,already_in_crm,domain cogentnext.com on a live deal
nasscom,Commergence Solutions Private Limited,Hyderabad,https://commergence.in/,commergence.in,,,,,,,,A,already_in_crm,"name ~ ""commergence"" >=0.92"
nasscom,Vividminds Technologies Private Limited,Hyderabad,https://quixy.com/,quixy.com,,,,,,,,A,already_in_crm,"name ~ ""vividminds"" >=0.92"
nasscom,Monepeak Fintech Private Limited (CARD91),Bengaluru,https://www.card91.io/,card91.io,,,,84,,,,A,already_in_crm,domain card91.io on a live deal
nasscom,Archimedis Digital Private Limited,Chennai,https://archimedis.io/,archimedis.io,,,,172,,,,A,already_in_crm,domain archimedis.io on a live deal
nasscom,10 Decoders Consultancy Services Private Limited,Chennai,https://10decoders.com/,10decoders.com,,,,,,,,A,already_in_crm,domain 10decoders.com on a live deal
nasscom,Credex Technology Private Limited,Noida,https://credextechnology.com/,credextechnology.com,,,,90,,,,A,already_in_crm,domain credextechnology.com on a live deal
nasscom,HanuAl Private Limited,Delhi,https://roadathena.com/,roadathena.com,,,,,,,,A,already_in_crm,domain roadathena.com on a live deal
nasscom,Sinnonteq IT Consulting LLP,Kozhikode,https://sinnonteq.com/,sinnonteq.com,,,,,,,,A,already_in_crm,domain sinnonteq.com on a live deal
nasscom,Ideyalabs Tech Private Limited,Hyderabad,https://www.ideyalabs.com/,ideyalabs.com,,,,,,,,A,already_in_crm,"name ~ ""ideyalabs"" >=0.92"
nasscom,DevAngles Software Private Limited,Pune,https://www.devangles.com/,devangles.com,,,,15,,,,A,already_in_crm,domain devangles.com on a live deal
nasscom,Credentia Verification Technologies Private Limited,Mumbai,https://www.credentiai.com/,credentiai.com,,,,55,,,,A,already_in_crm,domain credentiai.com on a live deal
nasscom,Exponentia.ai Private Limited,Mumbai,http://www.exponentia.ai,exponentia.ai,,,,,,,,A,already_in_crm,domain exponentia.ai on a live deal
nasscom,Indigrators Solutions Private Limited,Hyderabad,https://www.indigrators.com,indigrators.com,,,,,,,,A,already_in_crm,domain indigrators.com on a live deal
nasscom,Involead Services Private Limited,Bhubaneswar,https://www.involead.com/,involead.com,,,,96,,,,A,already_in_crm,domain involead.com on a live deal
nasscom,TCZ Digital Private Limited,New Delhi,https://www.techchefz.com,techchefz.com,,,,201,,,,A,already_in_crm,domain techchefz.com on a live deal
nasscom,Discovery Communications India,Hyderabad,https://wbd.com/,wbd.com,,,,,,,,A,already_in_crm,domain wbd.com on a live deal
nasscom,CrossAsyst Infotech Private Limited,Mumbai,http://www.crossasyst.com,crossasyst.com,,,,69,,,,A,already_in_crm,domain crossasyst.com on a live deal
nasscom,Inno Valley Works Private Limited,Coimbatore,https://www.innovalleyworks.com,innovalleyworks.com,,,,,,,,A,already_in_crm,domain innovalleyworks.com on a live deal
nasscom,Quocent Private Limited,Bhubaneswar,https://quocent.com/,quocent.com,,,,47,,,,A,already_in_crm,domain quocent.com on a live deal
nasscom,Testrig Technologies Private Limited,Pune,https://www.testrigtechnologies.com,testrigtechnologies.com,,,,,,,,A,already_in_crm,domain testrigtechnologies.com on a live deal
nasscom,OroSoft Solutions Private Limited,Mumbai,http://www.orosoft.com,orosoft.com,,,,171,,,,A,already_in_crm,domain orosoft.com on a live deal
nasscom,Alfahive Private Limited,Bengaluru,https://www.alfahive.com/,alfahive.com,,,,,,,,A,already_in_crm,domain alfahive.com on a live deal
nasscom,Ejyle Technologies Private Limited,Bengaluru,http://www.ejyle.com,ejyle.com,,,,,,,,A,already_in_crm,domain ejyle.com on a live deal
nasscom,ZeroCodeHR LLP,Hyderabad,https://www.zerocodehr.in/,zerocodehr.in,,,,,,,,A,already_in_crm,domain zerocodehr.in on a live deal
nasscom,Contata Solutions Private Limited,Noida,http://www.contata.com,contata.com,,,,,,,,A,already_in_crm,domain contata.com on a live deal
nasscom,ThoughtSpheres Technologies Private Limited,Bhubaneswar,https://www.thoughtspheres.com/,thoughtspheres.com,,,,,,,,A,already_in_crm,domain thoughtspheres.com on a live deal
nasscom,TestingXperts Private Limited,Chandigarh(CH),http://www.testingxperts.com,testingxperts.com,,,,,,,,A,already_in_crm,domain testingxperts.com on a live deal
nasscom,Luminous Infoways Private Limited,Bhubaneswar,https://luminousinfoways.com/,luminousinfoways.com,,,,,,,,A,already_in_crm,domain luminousinfoways.com on a live deal
nasscom,IFI Techsolutions Limited,Mumbai,https://www.ifi.tech/,ifi.tech,,,,,,,,A,already_in_crm,"name ~ ""ifi techsolutions"" >=0.92"
nasscom,Anzen Technologies Private Limited,Mumbai,http://www.anzentech.com,anzentech.com,,,,192,,,,A,already_in_crm,domain anzentech.com on a live deal
nasscom,Business Intelligence Professionals Private Limited,Bhubaneswar,https://www.bipros.com/,bipros.com,,,,,,,,A,already_in_crm,domain bipros.com on a live deal
nasscom,Plaxonic Technologies Private Limited,Noida,http://www.plaxonic.com,plaxonic.com,,,,,,,,A,already_in_crm,"name ~ ""plaxonic"" >=0.92"
nasscom,Momentum Services Private Limited,Navi Mumbai,https://momentummetropolitanservices.co.in,momentummetropolitanservices.co.in,,,,,,,,A,already_in_crm,"name ~ ""momentum"" >=0.92"
nasscom,Spearhead Technology India Private Limited,Bengaluru,https://www.spearheadtech.io,spearheadtech.io,,,,43,,,,A,already_in_crm,domain spearheadtech.io on a live deal
nasscom,Infintrix Global Limited,Mumbai,http://www.infintrixglobal.com,infintrixglobal.com,,,,48,,,,A,already_in_crm,domain infintrixglobal.com on a live deal
nasscom,Signicent Information Solutions LLP,Mohali,http://www.signicent.com,signicent.com,,,,98,,,,A,already_in_crm,domain signicent.com on a live deal
nasscom,Areteans Technology Solutions Private Limited,Hyderabad,https://areteanstech.com/,areteanstech.com,,,,,,,,A,already_in_crm,"name ~ ""areteans"" >=0.92"
nasscom,QAAgility Technologies Private Limited,Mumbai,https://qaagility.com/,qaagility.com,,,,15,,,,A,already_in_crm,domain qaagility.com on a live deal
nasscom,Epsum Labs Private Limited,Bhubaneswar,https://www.epsumlabs.com/,epsumlabs.com,,,,39,,,,A,already_in_crm,domain epsumlabs.com on a live deal
nasscom,Inference Labs Private Limited,Bengaluru,https://inference.in/,inference.in,,,,,,,,A,already_in_crm,domain inference.in on a live deal
nasscom,XtraNet Technologies Limited,Bhopal,https://www.xtranetindia.com,xtranetindia.com,,,,,,,,A,already_in_crm,"name ~ ""xtranet"" >=0.92"
nasscom,Verinite Technologies Private Limited,Pune,http://www.verinite.com,verinite.com,,,,,,,,A,already_in_crm,"name ~ ""verinite"" >=0.92"
nasscom,Techno Tackle Software Solutions,Coimbatore,https://www.technotackle.com/,technotackle.com,,,,,,,,A,already_in_crm,domain technotackle.com on a live deal
nasscom,Annova Solutions Private Limited,Indore,https://annovasolutions.com,annovasolutions.com,,,,983,,,,A,already_in_crm,domain annovasolutions.com on a live deal
nasscom,Automaton AI Infosystem Private Limited,Pune,https://automatonai.com/,automatonai.com,,,,,,,,A,already_in_crm,domain automatonai.com on a live deal
nasscom,Binmile Technologies Private Limited,Noida,https://binmile.com/,binmile.com,,,,1,,,,A,already_in_crm,domain binmile.com on a live deal
nasscom,Absolin Software Solutions LLP,Visakhapatnam,http://www.absolinsoft.com/,absolinsoft.com,,,,,,,,A,already_in_crm,domain absolinsoft.com on a live deal
nasscom,Streamvector Technology Private Limited,Bengaluru,https://www.sigmoid.com/,sigmoid.com,,,,1717,,,,A,already_in_crm,domain sigmoid.com on a live deal
nasscom,Mundrisoft Solutions Private Limited,Pune,https://mundrisoft.com/,mundrisoft.com,,,,,,,,A,already_in_crm,domain mundrisoft.com on a live deal
nasscom,Insightly Analytics Private Limited,Hyderabad,https://hivel.ai,hivel.ai,,,,44,,,,A,already_in_crm,domain hivel.ai on a live deal
nasscom,Latent View Analytics Limited,Chennai,https://www.latentview.com/,latentview.com,,,,1711,,,,A,already_in_crm,domain latentview.com on a live deal
nasscom,Tilicho Labs LLP,Visakhapatnam,https://tilicho.in/,tilicho.in,,,,71,,,,A,already_in_crm,domain tilicho.in on a live deal
nasscom,Pristine Pro Tech Private Limited,Pune,https://www.pristineprotech.com/,pristineprotech.com,,,,7,,,,A,already_in_crm,domain pristineprotech.com on a live deal
nasscom,HummingWave Technologies Private Limited,Bengaluru,https://hummingwave.com,hummingwave.com,,,,75,,,,A,already_in_crm,domain hummingwave.com on a live deal
nasscom,Muvi Entertainment Private Limited,Bhubaneswar,https://www.muvi.com/,muvi.com,,,,196,,,,A,already_in_crm,domain muvi.com on a live deal
nasscom,Hazercloud Infotech LLP,Kannur,https://hazercloud.com/,hazercloud.com,,,,19,,,,A,already_in_crm,domain hazercloud.com on a live deal
nasscom,5Sec Cyberpwn Technologies Private Limited,Bengaluru,https://www.cyberpwn.com,cyberpwn.com,,,,,,,,A,already_in_crm,domain cyberpwn.com on a live deal
nasscom,Aquasoft Software India Private Limited,Bengaluru,https://www.aquasoft.ro,aquasoft.ro,,,,,,,,A,already_in_crm,"name ~ ""aquadsoft"" >=0.92"
nasscom,Vayavya Labs Private Limited,Belgaum,https://vayavyalabs.com/,vayavyalabs.com,,,,,,,,A,already_in_crm,"name ~ ""vayavya"" >=0.92"
nasscom,Blockbase Consultants Private Limited,Kolkata,http://blockbaseconsultants.com/,blockbaseconsultants.com,,,,3,,,,A,already_in_crm,domain blockbaseconsultants.com on a live deal
nasscom,Sparity Soft Technologies Private Limited,Hyderabad,https://www.sparity.com/,sparity.com,,,,,,,,A,already_in_crm,domain sparity.com on a live deal
nasscom,Secuodsoft Technologies Private Limited,Bhubaneswar,https://www.secuodsoft.com,secuodsoft.com,,,,,,,,A,already_in_crm,domain secuodsoft.com on a live deal
nasscom,Ebluesoft Infotect Solutions Private Limited,Kolkata,https://ebluesoft.in/,ebluesoft.in,,,,,,,,A,already_in_crm,domain ebluesoft.in on a live deal
nasscom,MOHS10 Technologies Private Limited,Bhubaneswar,https://www.mohs10.io/,mohs10.io,,,,24,,,,A,already_in_crm,domain mohs10.io on a live deal
nasscom,Agrex Technologies Private Limited,Delhi,https://www.agrexai.com,agrexai.com,,,,,,,,A,already_in_crm,domain agrexai.com on a live deal
nasscom,Quarks Technosoft Private Limited,Gautam Buddha Nagar,https://www.qtsolv.com/,qtsolv.com,,,,727,,,,A,already_in_crm,domain qtsolv.com on a live deal
nasscom,Qruize Technologies Private Limited,Chennai,https://www.qruize.com/,qruize.com,,,,59,,,,A,already_in_crm,domain qruize.com on a live deal
nasscom,Celebal Technologies Private Limited,Jaipur,https://www.celebaltech.com/,celebaltech.com,,,,3567,,,,A,already_in_crm,domain celebaltech.com on a live deal
nasscom,Zylitix Solutions LLP,Ahmedabad,https://zylitix.ai/,zylitix.ai,,,,13,,,,A,already_in_crm,domain zylitix.ai on a live deal
nasscom,TestVagrant Technologies Private Limited,Bengaluru,https://testvagrant.com,testvagrant.com,,,,114,,,,A,already_in_crm,domain testvagrant.com on a live deal
nasscom,Avaali Solutions Private Limited,Bengaluru,https://www.avaali.com/,avaali.com,,,,,,,,A,already_in_crm,domain avaali.com on a live deal
nasscom,Rudhra Info Solutions,Chennai,https://www.rudhrainfosolutions.com,rudhrainfosolutions.com,,,,,,,,A,already_in_crm,domain rudhrainfosolutions.com on a live deal
nasscom,NotionMindz Technology LLP,Noida,https://www.notionmindz.com,notionmindz.com,,,,,,,,A,already_in_crm,domain notionmindz.com on a live deal
nasscom,Belinnov Solutions Private Limited,Delhi,https://belinnov.com/,belinnov.com,,,,,,,,A,already_in_crm,domain belinnov.com on a live deal
nasscom,ExaThought Technology Consulting Private Limited,Bengaluru,https://www.exathought.com/,exathought.com,,,,128,,,,A,already_in_crm,domain exathought.com on a live deal
nasscom,Salt Web Technologies Private Limited,Pune,https://www.salttechno.com,salttechno.com,,,,,,,,A,already_in_crm,domain salttechno.com on a live deal
nasscom,inMorphis Services Private limited,Gautam Buddha Nagar,https://inmorphis.com/,inmorphis.com,,,,,,,,A,already_in_crm,"name ~ ""inmorphis"" >=0.92"
nasscom,AceNet Consulting Private Limited,Gurugram,https://acenet.io/,acenet.io,,,,,,,,A,already_in_crm,"name ~ ""acenet"" >=0.92"
nasscom,Pairee Infotech Private Limited,Bengaluru,https://www.pairee.com,pairee.com,,,,9,,,,A,already_in_crm,domain pairee.com on a live deal
nasscom,Alphaleo Technology Private Limited,Hyderabad,https://www.alphaleo.tech,alphaleo.tech,,,,40,,,,A,already_in_crm,domain alphaleo.tech on a live deal
nasscom,Watsoo Express Private Limited,Bhubaneswar,https://watsoo.com/,watsoo.com,,,,,,,,A,already_in_crm,domain watsoo.com on a live deal
nasscom,WhizHack Technologies Private Limited,Gurugram,https://www.whizhack.com,whizhack.com,,,,,,,,A,already_in_crm,domain whizhack.com on a live deal
nasscom,Synconics Technologies Private Limited,Ahmedabad,https://www.synconics.com,synconics.com,,,,,,,,A,already_in_crm,domain synconics.com on a live deal
nasscom,TVS Next Limited,Chennai,https://tvsnext.com/,tvsnext.com,,,,,,,,A,already_in_crm,"name ~ ""tvs next"" >=0.92"
nasscom,Znifa Technologies Private Limited,Chennai,https://www.znifa.com,znifa.com,,,,26,,,,A,already_in_crm,domain znifa.com on a live deal
nasscom,Nivaata Systems Private Limited,Bengaluru,https://routematic.com/,routematic.com,,,,,,,,A,already_in_crm,domain routematic.com on a live deal
nasscom,Clearwater Analytics India Private Limited,Noida,https://clearwateranalytics.com/,clearwateranalytics.com,,,,3230,,,,A,already_in_crm,domain clearwateranalytics.com on a live deal
nasscom,Inferenz Tech Private Limited,Ahmedabad,https://inferenz.ai,inferenz.ai,,,,142,,,,A,already_in_crm,domain inferenz.ai on a live deal
nasscom,Consint Solutions Private Limited,Gautam Buddha Nagar,https://consint.ai/,consint.ai,,,,,,,,A,already_in_crm,domain consint.ai on a live deal
nasscom,Talentas Technology Private Limited,Hyderabad,https://www.talentas.in/,talentas.in,,,,,,,,A,already_in_crm,domain talentas.in on a live deal
nasscom,Entain Software Development Services (India) Private Limited,Hyderabad,https://entainindia.com,entainindia.com,,,,1830,,,,A,already_in_crm,domain entainindia.com on a live deal
nasscom,Albatroz (India) Private Limited,Coimbatore,https://www.albatrozsolutions.com,albatrozsolutions.com,,,,,,,,A,already_in_crm,domain albatrozsolutions.com on a live deal
nasscom,Alumnus Software Limited,Kolkata,https://www.alumnux.com/,alumnux.com,,,,,,,,A,already_in_crm,domain alumnux.com on a live deal
nasscom,InitiateFirst Information Services Private Limited,Hyderabad,http://www.initiatefirst-is.com/,initiatefirst-is.com,,,,,,,,A,already_in_crm,domain initiatefirst-is.com on a live deal
nasscom,Quad One Technologies Private Limited,Hyderabad,http://www.quadone.com,quadone.com,,,,,,,,A,already_in_crm,domain quadone.com on a live deal
nasscom,Ranosys Technologies Private Limited,Bikaner,https://www.ranosys.com/,ranosys.com,,,,299,,,,A,already_in_crm,domain ranosys.com on a live deal
nasscom,Pipra Solutions Private Limited,Secunderabad,https://pipra.solutions,pipra.solutions,,,,37,,,,A,already_in_crm,domain pipra.solutions on a live deal
nasscom,TECHVED Consulting India Private Limited,Mumbai,https://www.techved.com,techved.com,,,,270,,,,A,already_in_crm,domain techved.com on a live deal
nasscom,Drubus Technologies Private Limited,Bhubaneswar,http://www.drubus.com,drubus.com,,,,,,,,A,already_in_crm,domain drubus.com on a live deal
nasscom,Capermint Technologies Private Limited,Ahmedabad,https://www.capermint.com/,capermint.com,,,,,,,,A,already_in_crm,"name ~ ""capermint"" >=0.92"
nasscom,Soft Suave Technologies Private Limited,Chennai,https://www.softsuave.com/,softsuave.com,,,,,,,,A,already_in_crm,domain softsuave.com on a live deal
nasscom,Tecplix Technologies Private Limited,Bengaluru,http://www.tecplix.com,tecplix.com,,,,,,,,A,already_in_crm,"name ~ ""tecplix"" >=0.92"
nasscom,Cosyn Limited,Hyderabad,http://www.cosyn.in,cosyn.in,,,,,,,,A,already_in_crm,domain cosyn.in on a live deal
nasscom,Credence Redefined Services Private Limited,Bhubaneswar,https://justverified.in,justverified.in,,,,,,,,A,already_in_crm,domain justverified.in on a live deal
nasscom,Botminds AI Technologies Private Limited,Chennai,http://www.botminds.ai,botminds.ai,,,,,,,,A,already_in_crm,domain botminds.ai on a live deal
nasscom,Checkmarx India Technology Services Private Limited,Mumbai,https://www.checkmarx.com/,checkmarx.com,,,,999,,,,A,already_in_crm,domain checkmarx.com on a live deal
nasscom,Reflections Info Systems Private Limited,Thiruvananthapuram,http://www.reflectionsinfos.com,reflectionsinfos.com,,,,,,,,A,already_in_crm,"name ~ ""reflections info"" >=0.92"
nasscom,Ashield Technologies Private Limited,Bengaluru,https://www.ashield.co,ashield.co,,,,45,,,,A,already_in_crm,domain ashield.co on a live deal
nasscom,TopGrep Tech Private Limited,Bengaluru,https://www.topgrep.com,topgrep.com,,,,34,,,,A,already_in_crm,domain topgrep.com on a live deal
nasscom,SoftServ Solutions Private Limited,Jaipur,https://softserv.in,softserv.in,,,,,,,,A,already_in_crm,"name ~ ""softserv"" >=0.92"
nasscom,Zediant Technologies Private Limited,Kolkata,https://www.zediant.com/,zediant.com,,,,,,,,A,already_in_crm,domain zediant.com on a live deal
nasscom,Briskinfosec Technology and Consulting Private Limited,Chennai,https://briskinfosec.com,briskinfosec.com,,,,87,,,,A,already_in_crm,domain briskinfosec.com on a live deal
nasscom,Geekay Infotech,Mumbai,https://www.geekayinfotech.com,geekayinfotech.com,,,,,,,,A,already_in_crm,domain geekayinfotech.com on a live deal
nasscom,Aaseya IT Services Private Limited,Hyderabad,http://aaseya.com,aaseya.com,,,,595,,,,A,already_in_crm,domain aaseya.com on a live deal
nasscom,GYTWorkz Technologies Private Limited,Hyderabad,https://www.gytworkz.com/,gytworkz.com,,,,101,,,,A,already_in_crm,domain gytworkz.com on a live deal
nasscom,Metayb Private Limited,Chennai,https://www.metayb.ai,metayb.ai,,,,,,,,A,already_in_crm,"name ~ ""metayb"" >=0.92"
nasscom,Embarkingonvoyage Digital Solutions Private Limited,Pune,http://www.embarkingonvoyage.com,embarkingonvoyage.com,,,,30,,,,A,already_in_crm,domain embarkingonvoyage.com on a live deal
nasscom,4Seer Technologies Private Limited,Bengaluru,https://4seer.cloud/,4seer.cloud,,,,,,,,A,already_in_crm,domain 4seer.cloud on a live deal
nasscom,Notetech Software,Kochi,https://www.notetech.com/,notetech.com,,,,,,,,A,already_in_crm,domain notetech.com on a live deal
nasscom,Covalense Technologies Private Limited,Hyderabad,http://covalenseglobal.com,covalenseglobal.com,,,,,,,,A,already_in_crm,domain covalenseglobal.com on a live deal
nasscom,Addsoft Technologies Private Limited,Cuttack,https://www.addsofttech.com/,addsofttech.com,,,,,,,,A,already_in_crm,domain addsofttech.com on a live deal
nasscom,LN Webworks Private Limited,Ludhiana,https://www.lnwebworks.com/,lnwebworks.com,,,,91,,,,A,already_in_crm,domain lnwebworks.com on a live deal
nasscom,Paltech Consulting Private Limited,Hyderabad,https://pal.tech/,pal.tech,,,,,,,,A,already_in_crm,domain pal.tech on a live deal
nasscom,CEDURA Testsol Private Limited,Hyderabad,https://ceduratech.com/,ceduratech.com,,,,46,,,,A,already_in_crm,domain ceduratech.com on a live deal
nasscom,VLink India Private Limited,Gurugram,https://www.vlinkinfo.com,vlinkinfo.com,,,,240,,,,A,already_in_crm,domain vlinkinfo.com on a live deal
nasscom,GTT Data Solutions Limited,Pune,https://gttdata.ai/about-us/,gttdata.ai,,,,,,,,A,already_in_crm,"name ~ ""gtt data"" >=0.92"
nasscom,Aeonix Research and Innovations LLP,Kolkata,https://aeonixinnovations.com/,aeonixinnovations.com,,,,,,,,A,already_in_crm,domain aeonixinnovations.com on a live deal
