source,name,city,website,domain,founded_year,size_band,band_label,headcount,headcount_unknown,whale_candidate,staffing_mix
goodfirms,Sss Syber Tech Private Limited,"Noida, India",https://www.ssssybertech.com/,ssssybertech.com,2020,10-49,10-49,,False,False,False
goodfirms,Vegavid Technology,"Noida, India",https://vegavid.com/,vegavid.com,2018,250+,250+,,False,True,False
goodfirms,inoday,"Noida, India",http://inoday.com/,inoday.com,2007,50-249,50-249,,False,False,False
goodfirms,Dreamer Technoland,"Noida, India",https://dreamertechnoland.com/,dreamertechnoland.com,2015,10-49,10-49,,False,False,False
goodfirms,Trident Analytical Solutions,"Noida, India",https://tas.co.in/,tas.co.in,2012,10-49,10-49,,False,False,False
goodfirms,Infoxen,"Noida, India",https://www.infoxen.com,infoxen.com,2017,50-249,50-249,,False,False,False
goodfirms,Networsys Technologies LLP,"Noida, India",https://www.networsys.com/,networsys.com,2016,10-49,10-49,,False,False,False
goodfirms,Parallel Team Technologies Private Limited,"Noida, India",https://parallelteam.com,parallelteam.com,2017,50-249,50-249,,False,False,False
goodfirms,Avya Technology Pvt Ltd,"Noida, India",https://www.avyatech.com/,avyatech.com,2013,10-49,10-49,,False,False,False
goodfirms,18Pixels India Pvt Ltd.,"Noida, India",http://www.18pixels.com/,18pixels.com,2012,50-249,50-249,,False,False,False
goodfirms,TensorSoft Ai,"Noida, India",http://tensorsoft.ai/,tensorsoft.ai,2018,10-49,10-49,,False,False,False
goodfirms,Chawtech Solutions Pvt. Ltd.,"Noida, India",https://www.chawtechsolutions.com/,chawtechsolutions.com,2016,50-249,50-249,,False,False,False
goodfirms+nasscom,Logix Shapers Offshore Services Pvt. Ltd.,"Noida, India",https://logixshapers.com/,logixshapers.com,2014,10-49,10-49,,False,False,False
goodfirms,Xpertlogic,"Noida, India",https://xpertlogic.com/,xpertlogic.com,2023,10-49,10-49,,False,False,False
goodfirms,Jcentrix,"Noida, India",https://jcentrix.tech/,jcentrix.tech,,50-249,50-249,,False,False,False
goodfirms,infiCare Technologies,"Noida, India",http://www.inficaretech.com,inficaretech.com,2001,50-249,50-249,,False,False,False
goodfirms,PSQuickIT,"Noida, India",http://www.psquickit.com/,psquickit.com,2012,50-249,50-249,,False,False,False
goodfirms,Hale Healthcare IT Labs,"Noida, India",https://halehitlabs.com/,halehitlabs.com,2022,10-49,10-49,,False,False,False
goodfirms,Expert Code Lab,"Noida, India",http://www.expertcodelab.com,expertcodelab.com,2019,10-49,10-49,,False,False,False
goodfirms,Sevenstar Websolutions,"Noida, India",https://www.sevenstarwebsolutions.com/,sevenstarwebsolutions.com,2011,10-49,10-49,,False,False,False
goodfirms,DEBOX GLOBAL,"Noida, India",https://www.deboxglobal.com/best-travel-crm.html,deboxglobal.com,,10-49,10-49,,False,False,False
goodfirms,Tekniko Global,"Noida, India",https://www.teknikoglobal.com,teknikoglobal.com,2017,10-49,10-49,,False,False,False
goodfirms,Gstar Info E-solutions Pvt. Ltd.,"Noida, India",http://www.gstarinfotech.com,gstarinfotech.com,2012,50-249,50-249,,False,False,False
goodfirms,Appinventiv Technologies,"Noida, India",https://appinventiv.com/?source=goodfirms,appinventiv.com,2015,250+,250+,,False,True,False
goodfirms,Space To Tech Technology,"Noida, India",https://spacetotech.com/,spacetotech.com,2022,50-249,50-249,,False,False,False
goodfirms,Peytonsoft Technology Pvt Ltd,"Noida, India",http://peytonsoft.com,peytonsoft.com,2014,10-49,10-49,,False,False,False
goodfirms,Heureux Software Solutions (P) Ltd.,"Noida, India",http://www.heureuxsoftware.com/,heureuxsoftware.com,,50-249,50-249,,False,False,False
goodfirms,Ilie Agaue Technologies,"Noida, India",https://ilieagaue.com/,ilieagaue.com,2018,10-49,10-49,,False,False,False
goodfirms,SpireHub Softwares Pvt Ltd.,"Noida, India",https://spirehubs.com,spirehubs.com,2018,50-249,50-249,,False,False,False
goodfirms+nasscom,Devstringx Technologies Pvt Ltd,"Noida, India",http://www.devstringx.com,devstringx.com,2014,50-249,50-249,,False,False,False
goodfirms,MNB SOFT SOLUTION,"Noida, India",https://mnbsoft.com,mnbsoft.com,2014,10-49,10-49,,False,False,False
goodfirms,Designoweb Technologies Pvt. Ltd.,"Noida, India",https://designoweb.com/,designoweb.com,2014,10-49,10-49,,False,False,False
goodfirms,CodeAegis Private Limited,"Noida, India",https://www.codeaegis.com,codeaegis.com,2016,50-249,50-249,,False,False,False
goodfirms,ChromeInfo Technologies,"Noida, India",https://www.chromeinfotech.net/,chromeinfotech.net,2010,50-249,50-249,,False,False,False
goodfirms+nasscom,Infoicon Technologies,"Noida, India",http://www.infoicontechnologies.com/,infoicontechnologies.com,2009,50-249,50-249,,False,False,False
goodfirms,NexThoughts Software Technologies Pvt. Ltd.,"Noida, India",http://www.nexthoughts.com,nexthoughts.com,2013,10-49,10-49,,False,False,False
goodfirms,Trieffects Technologies Pvt Ltd,"Noida, India",https://www.trieffects.com/,trieffects.com,2013,10-49,10-49,,False,False,False
goodfirms,Adroit Infosystem,"Noida, India",http://www.adroitinfosystem.com/,adroitinfosystem.com,2004,10-49,10-49,,False,False,False
goodfirms,Prolitus Technologies,"Noida, India",https://www.prolitus.com/,prolitus.com,2005,250+,250+,,False,True,False
goodfirms,Agicent Technologies Pvt. ltd.,"Noida, India",http://www.agicent.com,agicent.com,2010,10-49,10-49,,False,False,False
goodfirms,Youthtech Solutions LLP,"Noida, India",https://www.youthtechsolutions.com/,youthtechsolutions.com,,10-49,10-49,,False,False,False
goodfirms,Volochain MLM Software,"Noida, India",https://www.volochainmlmsoftware.com/,volochainmlmsoftware.com,2009,50-249,50-249,,False,False,False
goodfirms,Aryson Technologies,"Noida, India",https://www.arysontechnologies.com/,arysontechnologies.com,2014,10-49,10-49,,False,False,False
goodfirms,ITSWS Technologies Pvt Ltd,"Noida, India",http://www.itsws.com/,itsws.com,2013,10-49,10-49,,False,False,False
goodfirms,Wit Source Technology,"Noida, India",https://witsourcetechnology.com/,witsourcetechnology.com,2009,50-249,50-249,,False,False,False
goodfirms,Samin TekMindz,"Noida, India",https://www.tekmindz.com/,tekmindz.com,2007,50-249,50-249,,False,False,False
goodfirms,Bsquare Solutions,"Noida, India",https://www.bsquare.in/,bsquare.in,2000,10-49,10-49,,False,False,False
goodfirms,Prismberry Technologies,"Noida, India",https://prismberry.com/,prismberry.com,2018,50-249,50-249,,False,False,False
goodfirms,IIIEYE,"Noida, India",https://www.iiieye.in/,iiieye.in,2016,10-49,10-49,,False,False,False
goodfirms,Qubix Soft,"Noida, India",https://qubixsoft.com,qubixsoft.com,2022,10-49,10-49,,False,False,False
goodfirms,Bluelupin Technologies Pvt. Ltd.,"Noida, India",https://www.bluelupin.com,bluelupin.com,2013,10-49,10-49,,False,False,False
goodfirms,ServerLT.com,"Noida, India",https://www.serverlt.com,serverlt.com,2023,10-49,10-49,,False,False,False
goodfirms,Webzent Technologies,"Noida, India",https://www.webzent.com,webzent.com,2018,50-249,50-249,,False,False,False
goodfirms,OMNIST TECHHUB SOLUTIONS PRIVATE LIMITED,"Noida, India",https://omnisttechhub.com/,omnisttechhub.com,2017,50-249,50-249,,False,False,False
goodfirms,Spiral Mantra Private Limited,"Noida, India",https://spiralmantra.com/,spiralmantra.com,2021,50-249,50-249,,False,False,False
goodfirms,Inmortal Technologies Pvt. Ltd.,"Noida, India",https://inmortaltechnologies.com/,inmortaltechnologies.com,2018,10-49,10-49,,False,False,False
goodfirms,eComStreet Inc.,"Noida, India",https://www.ecomstreet.com,ecomstreet.com,2011,10-49,10-49,,False,False,False
goodfirms,Taksh IT Solutions Pvt Ltd,"Noida, India",https://takshitsolutions.com/,takshitsolutions.com,2021,10-49,10-49,,False,False,False
goodfirms,SISGAIN,"Noida, India",https://sisgain.com/,sisgain.com,2007,50-249,50-249,,False,False,False
goodfirms,Digital HubSolution,"Noida, India",https://digitalhubsolution.com/,digitalhubsolution.com,2018,50-249,50-249,,False,False,False
goodfirms,Isynbus Technologies,"Noida, India",https://www.isynbus.com/,isynbus.com,2019,50-249,50-249,,False,False,False
goodfirms,Alliance Web Solution Pvt Ltd,"Noida, India",https://www.indiainternets.com/,indiainternets.com,2003,10-49,10-49,,False,False,False
goodfirms,Star Web Maker Services Pvt Ltd,"Noida, India",https://www.starwebmaker.com,starwebmaker.com,2009,10-49,10-49,,False,False,False
goodfirms,Deific India Group,"Noida, India",https://deificdigital.com/,deificdigital.com,2015,10-49,10-49,,False,False,False
goodfirms,Dream Soft Infotech Pvt Ltd,"Noida, India",http://www.dreamsoftinfotech.com/,dreamsoftinfotech.com,2003,10-49,10-49,,False,False,False
goodfirms,IDS Logic,"Noida, India",https://www.idslogic.com/,idslogic.com,2007,50-249,50-249,,False,False,False
goodfirms,Techpapa,"Noida, India",https://www.techpapa.in/,techpapa.in,2017,10-49,10-49,,False,False,False
goodfirms,Gensofts Infosolution Pvt. Ltd.,"Noida, India",https://www.gensoftsindia.com/,gensoftsindia.com,2009,10-49,10-49,,False,False,False
goodfirms,Logo Design Matix,"Noida, India",https://logodesignmatix.com/,logodesignmatix.com,2021,10-49,10-49,,False,False,False
goodfirms,Computer Frontline Consultancy Service,"Noida, India",https://www.cfcs.co.in/,cfcs.co.in,1997,50-249,50-249,,False,False,False
goodfirms,Nile Technologies Pvt. Ltd.,"Noida, India",https://www.niletechnologies.com/,niletechnologies.com,2011,50-249,50-249,,False,False,False
goodfirms,TecManic,"Noida, India",https://www.tecmanic.com,tecmanic.com,2016,10-49,10-49,,False,False,False
goodfirms,SRDV Technologies ltd,"Noida, India",https://www.srdvtechnologies.com,srdvtechnologies.com,2013,250+,250+,,False,True,False
goodfirms,Acwits Solutions LLP,"Noida, India",https://www.acwits.com,acwits.com,2016,10-49,10-49,,False,False,False
goodfirms+nasscom,Uneecops Technologies Limited,"Noida, India",https://www.uneecops.com,uneecops.com,1995,250+,250+,,False,True,False
goodfirms,Quickway Infosystems,"Noida, India",https://quickwayinfosystems.com/,quickwayinfosystems.com,2017,10-49,10-49,,False,False,False
goodfirms,Thixpro Technology,"Noida, India",http://thixpro.com/,thixpro.com,2017,50-249,50-249,,False,False,False
goodfirms,Digital Corn,"Noida, India",https://www.digitalcorn.com/,digitalcorn.com,2017,50-249,50-249,,False,False,False
goodfirms+nasscom,Indoqubix Cloudtech Private Limited,"Noida, India",https://www.indoqubix.com/,indoqubix.com,2010,50-249,50-249,,False,False,False
goodfirms,Techvizon Private Limited,"Noida, India",https://www.techvizon.com,techvizon.com,2020,50-249,50-249,,False,False,False
goodfirms,Trignodev Softwares Pvt. ltd.,"Noida, India",https://www.trignodev.com,trignodev.com,2012,10-49,10-49,,False,False,False
goodfirms,V2 Infotech,"Noida, India",http://www.v2infotech.net/,v2infotech.net,2017,10-49,10-49,,False,False,False
goodfirms,Wingshield Technologies,"Noida, India",https://wingshieldtechnologies.com,wingshieldtechnologies.com,2019,10-49,10-49,,False,False,False
goodfirms,X-Netics,"Noida, India",https://xnetics.com/,xnetics.com,2018,50-249,50-249,,False,False,False
goodfirms,Milkyway Multidimensional Services,"Noida, India",https://www.milkywayservices.in/,milkywayservices.in,2016,50-249,50-249,,False,False,False
goodfirms,Online B2B Digital Technology,"Noida, India",http://Www.onlineb2bdigital.com,onlineb2bdigital.com,2012,10-49,10-49,,False,False,False
goodfirms,SUPER WEB DEVELOPMENT LLP,"Noida, India",https://superwebdevelopment.com,superwebdevelopment.com,2013,10-49,10-49,,False,False,False
goodfirms,Lunar Web Solution Technologies Private Limited,"Noida, India",https://www.lunarwebsolution.com,lunarwebsolution.com,2018,10-49,10-49,,False,False,False
goodfirms,Naestinn,"Noida, India",https://www.naestinn.com,naestinn.com,2023,10-49,10-49,,False,False,False
goodfirms,Nippon Data Systems,"Noida, India",https://www.nippondata.com/,nippondata.com,1994,50-249,50-249,,False,False,False
goodfirms,AcubeApps Technologies Pvt Ltd,"Noida, India",https://acubeapps.com/,acubeapps.com,2016,10-49,10-49,,False,False,False
goodfirms,Techweiler Software Pvt.Ltd,"Noida, India",https://techweiler.com/,techweiler.com,2016,10-49,10-49,,False,False,False
goodfirms,Fixdax Technology Pvt. Ltd.,"Noida, India",https://www.fixdax.com/,fixdax.com,2015,10-49,10-49,,False,False,False
goodfirms,Retaxis,"Noida, India",http://www.retaxis.com,retaxis.com,2003,10-49,10-49,,False,False,False
goodfirms,Websparrows Solutions Pvt. Ltd.,"Noida, India",http://www.websparrows.com,websparrows.com,2016,10-49,10-49,,False,False,False
goodfirms,Fablian Technolab Pvt Ltd,"Noida, India",https://www.fabliantechnologies.com,fabliantechnologies.com,2008,50-249,50-249,,False,False,False
goodfirms,Polestar Analytics,"Noida, India",https://www.polestaranalytics.com/,polestaranalytics.com,2012,50-249,50-249,,False,False,False
goodfirms,Sysquo Innovation Pvt Ltd,"Noida, India",https://sysquoinnovation.com,sysquoinnovation.com,2019,10-49,10-49,,False,False,False
goodfirms,Minds Task Technologies,"Noida, India",https://www.mindstask.com/,mindstask.com,2018,10-49,10-49,,False,False,False
goodfirms,Apponward Technologies Pvt Ltd,"Noida, India",https://www.apponward.com,apponward.com,2018,50-249,50-249,,False,False,False
goodfirms,RightSymbol,"Noida, India",http://www.rightsymbol.com/,rightsymbol.com,2015,50-249,50-249,,False,False,False
goodfirms,iSoftMs,"Noida, India",https://www.isoftms.com/,isoftms.com,2005,10-49,10-49,,False,False,False
goodfirms,GC Digital,"Noida, India",https://www.gcdigital.in/,gcdigital.in,2017,10-49,10-49,,False,False,False
goodfirms,Litost India Infotech Pvt Ltd,"Noida, India",https://www.litostindia.com/,litostindia.com,2015,10-49,10-49,,False,False,False
goodfirms,LYB Technology LLP,"Noida, India",https://lybtechnology.com/,lybtechnology.com,2020,10-49,10-49,,False,False,False
goodfirms,Web Convoy,"Noida, India",https://webconvoy.com/,webconvoy.com,2019,10-49,10-49,,False,False,False
goodfirms,Datametricks Consulting Private Limited,"Noida, India",https://www.datametricks.com/,datametricks.com,2020,10-49,10-49,,False,False,False
goodfirms,Rajlav Animation And VFX,"Noida, India",https://rajlavanimation.in/,rajlavanimation.in,2022,10-49,10-49,,False,False,False
goodfirms,ABC Info Soft Private Limited,"Noida, India",https://www.abcinfosoft.com,abcinfosoft.com,1996,10-49,10-49,,False,False,False
goodfirms,Botgo Technologies Pvt. Ltd.,"Noida, India",https://botgo.io/,botgo.io,2023,50-249,50-249,,False,False,False
goodfirms,Solcare Technologies,"Noida, India",https://www.solcaretechnologies.in/,solcaretechnologies.in,2019,50-249,50-249,,False,False,False
goodfirms,Netforce Infotech,"Noida, India",https://www.netforceinfotech.com/,netforceinfotech.com,2014,50-249,50-249,,False,False,False
goodfirms,Shilsha Technologies,"Noida, India",https://www.shilshatech.com,shilshatech.com,2010,50-249,50-249,,False,False,False
goodfirms,Weblieu Technologies Pvt. Ltd.,"Noida, India",https://www.weblieu.com/,weblieu.com,2011,10-49,10-49,,False,False,False
goodfirms,PegaLogics Solutions Private Limited,"Noida, India",https://www.pegalogics.com/,pegalogics.com,2019,10-49,10-49,,False,False,False
goodfirms,LiangTuang Technologies Pvt. Ltd.,"Noida, India",http://liangtuang.com/,liangtuang.com,2017,10-49,10-49,,False,False,False
goodfirms,Brim Labs,"Noida, India",https://brimlabs.ai/,brimlabs.ai,2019,10-49,10-49,,False,False,False
goodfirms,TouchTech Software,"Noida, India",https://www.touchtechsoftware.com/,touchtechsoftware.com,2021,10-49,10-49,,False,False,False
goodfirms,iShore Software Solutions,"Noida, India",https://www.ishoresoftware.com/,ishoresoftware.com,,10-49,10-49,,False,False,False
goodfirms,JRS Dynamics Info Solutions,"Noida, India",https://www.jrsdynamics.com,jrsdynamics.com,2016,10-49,10-49,,False,False,False
goodfirms,Digital Apex Technology Pvt. Ltd.,"Noida, India",https://digitalizedapex.com/,digitalizedapex.com,2022,10-49,10-49,,False,False,False
goodfirms,Digital Infolab,"Noida, India",https://digitalinfolab.com,digitalinfolab.com,2018,10-49,10-49,,False,False,False
goodfirms,AquSag Technologies,"Noida, India",https://aqusag.com/,aqusag.com,2011,10-49,10-49,,False,False,False
goodfirms,Cogniscient Business Solutions Pvt. Ltd.,"Noida, India",https://www.cogniscient.in/,cogniscient.in,2007,50-249,50-249,,False,False,False
goodfirms,Navyug.ai,"Noida, India",https://www.navyug.ai,navyug.ai,2017,50-249,50-249,,False,False,False
goodfirms,ARPtech,"Noida, India",https://arptech.io/,arptech.io,,10-49,10-49,,False,False,False
goodfirms,Synaptic Technologies Pvt. Ltd.,"Noida, India",https://synaptic.in,synaptic.in,2008,10-49,10-49,,False,False,False
goodfirms,Avaantra Global,"Noida, India",https://www.avaantraglobal.com/,avaantraglobal.com,2021,10-49,10-49,,False,False,False
goodfirms,Proeffico Solutions,"Noida, India",https://proeffico.com,proeffico.com,2021,50-249,50-249,,False,False,False
goodfirms,Webinventiv,"Noida, India",http://www.webinventiv.com,webinventiv.com,2017,50-249,50-249,,False,False,False
goodfirms,Success Sensation Technologies Pvt Ltd,"Noida, India",http://www.successsensation.com/,successsensation.com,2020,10-49,10-49,,False,False,False
goodfirms,Newrise Techlabs Pvt Ltd,"Noida, India",https://newrise.in/,newrise.in,2010,10-49,10-49,,False,False,False
goodfirms,Acompworld Technosoft pvt. ltd.,"Noida, India",https://acompworld.com/,acompworld.com,,10-49,10-49,,False,False,False
goodfirms,Primewayz Infotech Pvt. Ltd.,"Noida, India",https://primewayz.com/,primewayz.com,2018,50-249,50-249,,False,False,False
goodfirms,IT DOSE INFOSYSTEMS Pvt. Ltd.,"Noida, India",https://www.itdoseinfo.com/,itdoseinfo.com,2006,50-249,50-249,,False,False,False
goodfirms,Todquest Enterprises Pvt Ltd,"Noida, India",https://todquestenterprises.com/,todquestenterprises.com,2019,10-49,10-49,,False,False,False
goodfirms,Flukesys Global Private Limited,"Noida, India",https://flukesysglobal.com,flukesysglobal.com,2021,50-249,50-249,,False,False,False
goodfirms,DigiNautix,"Noida, India",https://www.diginautix.com,diginautix.com,2020,10-49,10-49,,False,False,False
goodfirms,Code Cyper Private Limited,"Noida, India",https://codecyper.com/,codecyper.com,2023,10-49,10-49,,False,False,False
goodfirms,Virtuzo Infosystems Pvt Ltd,"Noida, India",https://www.virtuzo.in,virtuzo.in,2012,10-49,10-49,,False,False,False
goodfirms,Pinsout Innovation,"Noida, India",https://www.pinsoutinnovation.com,pinsoutinnovation.com,,10-49,10-49,,False,False,False
goodfirms,Negocio Technologies Private Limited,"Noida, India",https://negociotechnologies.com/,negociotechnologies.com,2015,50-249,50-249,,False,False,False
goodfirms,OTUSONE LLP,"Noida, India",https://www.otusone.com,otusone.com,2021,10-49,10-49,,False,False,False
goodfirms,VERTS Services India Pvt Ltd,"Noida, India",https://www.verts.co.in/,verts.co.in,2012,50-249,50-249,,False,False,False
goodfirms,Linchpin Technologies,"Noida, India",http://lptpl.com/,lptpl.com,2010,50-249,50-249,,False,False,False
goodfirms,Fadsan Technologies Pvt. Ltd.,"Noida, India",http://www.fadsan.com,fadsan.com,2011,10-49,10-49,,False,False,False
goodfirms,Xotiv Technologies,"Noida, India",https://xotiv.com,xotiv.com,2016,10-49,10-49,,False,False,False
goodfirms,HashStudioz Technologies Private Limited,"Noida, India",https://hashstudioz.com,hashstudioz.com,2018,50-249,50-249,,False,False,False
goodfirms,Ubicoapps Technologies,"Noida, India",https://www.ubicoapps.com,ubicoapps.com,,10-49,10-49,,False,False,False
goodfirms,Web Cadence India,"Noida, India",https://www.webcadenceindia.com/,webcadenceindia.com,,10-49,10-49,,False,False,False
goodfirms,Mobility Inclusive,"Noida, India",https://mobilityinclusive.com/,mobilityinclusive.com,2016,10-49,10-49,,False,False,False
goodfirms,Hangingpanda Pvt Ltd,"Noida, India",https://www.hangingpanda.com/,hangingpanda.com,2014,10-49,10-49,,False,False,False
goodfirms,LogiClump Technologies Pvt. Ltd.,"Noida, India",https://logiclump.com/,logiclump.com,2017,10-49,10-49,,False,False,False
goodfirms,Hexadecimal Software,"Noida, India",https://www.hexadecimalsoftware.com,hexadecimalsoftware.com,2022,10-49,10-49,,False,False,False
goodfirms,Ornate TechnoServices Pvt. Ltd.,"Noida, India",https://www.ornatets.com,ornatets.com,2009,50-249,50-249,,False,False,True
goodfirms,TopSqill Private Limited,"Noida, India",https://www.topsqill.com/,topsqill.com,2021,10-49,10-49,,False,False,False
goodfirms,BRAD TECHNOLOGY,"Noida, India",https://bradtechnology.com/,bradtechnology.com,2009,50-249,50-249,,False,False,True
goodfirms,ITColark Consulting,"Noida, India",https://itcolark.com/,itcolark.com,2021,10-49,10-49,,False,False,False
goodfirms,Velura Labs,"Noida, India",https://veluralabs.com,veluralabs.com,2015,10-49,10-49,,False,False,False
goodfirms,DesignDemonz,"Noida, India",https://designdemonz.com,designdemonz.com,2023,10-49,10-49,,False,False,False
goodfirms,Agio Support Solutions,"Noida, India",https://www.agiosupport.com/social-media-marketing-services,agiosupport.com,,50-249,50-249,,False,False,False
goodfirms,Techshian Software Pvt Ltd,"Noida, India",http://www.techshian.com,techshian.com,2018,10-49,10-49,,False,False,False
goodfirms,Gary Global Solutions,"Noida, India",http://garyglobalsolutions.com/index.php,garyglobalsolutions.com,,50-249,50-249,,False,False,False
goodfirms+nasscom,ThinkStraight,"Noida, India",https://www.think-straight.com/,think-straight.com,2014,10-49,10-49,,False,False,False
goodfirms,TI Infotech Pvt. Ltd.,"Noida, India",https://www.tiinfotech.com/,tiinfotech.com,2005,50-249,50-249,,False,False,False
goodfirms,Meepra Web Solutions,"Noida, India",https://meeprawebsolutions.com/,meeprawebsolutions.com,2021,10-49,10-49,,False,False,False
goodfirms,Cyberica Net Technologies,"Noida, India",https://cyberica.in,cyberica.in,1999,10-49,10-49,,False,False,False
goodfirms,DigiVend Technologies,"Noida, India",https://www.digivendtechnologies.com/,digivendtechnologies.com,,50-249,50-249,,False,False,False
goodfirms,Mariox Software,"Noida, India",https://www.marioxsoftware.com/,marioxsoftware.com,2019,50-249,50-249,,False,False,False
goodfirms,Witarist - IT Services,"Noida, India",https://witarist.com/,witarist.com,2019,10-49,10-49,,False,False,False
goodfirms,PeopleApps Technologies,"Noida, India",https://peopleappstech.com/,peopleappstech.com,2021,10-49,10-49,,False,False,False
goodfirms,Virtualsphere Technologies Pvt Ltd,"Noida, India",https://virtualspheretechnologies.in,virtualspheretechnologies.in,,10-49,10-49,,False,False,False
goodfirms,Tamar Software,"Noida, India",https://tamarsoftware.in/,tamarsoftware.in,2018,10-49,10-49,,False,False,False
goodfirms,Webwise Studio Private Limited,"Noida, India",https://mayawebtech.com,mayawebtech.com,2023,10-49,10-49,,False,False,False
goodfirms,Viral Tactix,"Noida, India",https://www.viraltactix.com/,viraltactix.com,2020,10-49,10-49,,False,False,False
goodfirms,Logzero Technologies Pvt. Ltd,"Noida, India",https://www.logzerotechnologies.com/,logzerotechnologies.com,2011,50-249,50-249,,False,False,False
goodfirms,Blue Brain Technologies,"Noida, India",https://bluebraintech.com/,bluebraintech.com,2020,10-49,10-49,,False,False,False
goodfirms,Proeffico Solutions,"Noida, India",https://proeffico.ai/,proeffico.ai,2020,50-249,50-249,,False,False,False
goodfirms,Enterclimate Private Limited,"Noida, India",https://www.honeyhat.com/biz/enterclimate/,honeyhat.com,2021,50-249,50-249,,False,False,False
goodfirms,Dignifyd Tech,"Noida, India",https://dignifyd.tech/,dignifyd.tech,2015,50-249,50-249,,False,False,False
goodfirms,Nxtbyts MVP Studio,"Noida, India",https://www.nxtbyts.com,nxtbyts.com,2022,10-49,10-49,,False,False,False
goodfirms,White Gravity Web Solutions,"Noida, India",https://whitegravity.in/,whitegravity.in,2022,10-49,10-49,,False,False,False
goodfirms,Webespire Consulting Pvt. Ltd.,"Noida, India",https://www.webespire.com,webespire.com,2013,10-49,10-49,,False,False,False
goodfirms,Make India Smart Pvt. Ltd.,"Noida, United States",http://www.makeindiasmart.in/,makeindiasmart.in,2008,250+,250+,,False,True,False
goodfirms,WebSpread Technologies Pvt Ltd,"Noida, India",https://www.webspreadtech.com/,webspreadtech.com,2016,50-249,50-249,,False,False,False
goodfirms,Astin Technology,"Noida, India",http://www.astintechnology.com/,astintechnology.com,2011,10-49,10-49,,False,False,False
goodfirms,Rexcel IT Services Pvt Ltd,"Noida, India",http://www.rexcelitservices.com/,rexcelitservices.com,,10-49,10-49,,False,False,False
goodfirms,Excellence Technologies,"Noida, India",https://excellencetechnologies.in/,excellencetechnologies.in,2008,10-49,10-49,,False,False,False
goodfirms,Catabatic Technology,"Noida, India",https://www.catpl.co.in,catpl.co.in,2004,10-49,10-49,,False,False,False
goodfirms,Svante Systems LLp,"Noida, India",http://www.svantesystems.com/,svantesystems.com,2001,10-49,10-49,,False,False,False
goodfirms,Celestial Systems Inc,"Noida, India",https://www.celestialsys.com,celestialsys.com,2001,50-249,50-249,,False,False,False
goodfirms,Ulterior Technologies,"Noida, India",http://ulteriortechnologies.com,ulteriortechnologies.com,2018,50-249,50-249,,False,False,False
goodfirms,ISOFTINC,"Noida, India",https://i-softinc.com,i-softinc.com,2010,50-249,50-249,,False,False,False
goodfirms,DigiScape Tech,"Noida, India",https://www.digiscapetech.com/,digiscapetech.com,2017,50-249,50-249,,False,False,False
goodfirms,XenelSoft Technologies Pvt. Ltd,"Noida, India",https://www.xenelsoft.com/,xenelsoft.com,2013,10-49,10-49,,False,False,False
goodfirms,Intigate Technologies Pvt. Ltd.,"Noida, India",http://intigate.co.in/,intigate.co.in,2009,50-249,50-249,,False,False,False
goodfirms,Tangle Solutions Pvt. Ltd.,"Noida, India",http://www.tanglesolutions.com/,tanglesolutions.com,2013,50-249,50-249,,False,False,False
goodfirms,Nanoarch Software Solution,"Noida, India",https://www.nanoarchsoftware.com/services/mobile-application,nanoarchsoftware.com,2016,50-249,50-249,,False,False,False
goodfirms,Elvento Labs,"Noida, India",https://elvento.com,elvento.com,2017,10-49,10-49,,False,False,False
goodfirms,Alpha Fortress Private Limited,"Noida, India",https://www.alphafortress.com,alphafortress.com,2017,10-49,10-49,,False,False,False
goodfirms,Techbuddiesit,"Noida, India",https://www.techbuddiesit.com,techbuddiesit.com,2013,250+,250+,,False,True,False
goodfirms,Ethane Web Technologies,"Noida, India",https://www.ethanetechnologies.com/,ethanetechnologies.com,2008,50-249,50-249,,False,False,False
goodfirms,Bien Technologies,"Noida, India",https://bientechnologies.com/,bientechnologies.com,2019,10-49,10-49,,False,False,False
goodfirms,PawaSys Technologies,"Noida, India",https://www.pawasystechnologies.com,pawasystechnologies.com,2016,10-49,10-49,,False,False,False
goodfirms+nasscom,Ksolves India Limited,"Noida, India",https://www.ksolves.com/,ksolves.com,2012,250+,250+,,False,True,False
goodfirms+nasscom,Eastern Software Solutions PVT. LTD.,"Noida, India",https://www.essindia.com/,essindia.com,1990,250+,250+,,False,True,False
goodfirms,Csquaretech,"Noida, India",https://www.csquaretech.com/,csquaretech.com,2003,50-249,50-249,,False,False,False
goodfirms,AAA 2 Innovate Pvt Ltd,"Noida, India",https://www.aaa2innovate.com/,aaa2innovate.com,,50-249,50-249,,False,False,False
goodfirms,Argosmob,"Noida, India",https://argosmob.com/,argosmob.com,,10-49,10-49,,False,False,False
goodfirms,Digital Web It Solutions,"Noida, India",https://www.digitalwebitsolutions.com/,digitalwebitsolutions.com,2020,10-49,10-49,,False,False,False
goodfirms,Sapphire Technologies,"Noida, India",https://sapphireitsg.com/,sapphireitsg.com,2020,50-249,50-249,,False,False,False
goodfirms,Coregenic Softwares,"Noida, India",https://coregenicsoftwares.com/,coregenicsoftwares.com,2014,10-49,10-49,,False,False,False
goodfirms,Hire Web Developer,"Noida, India",https://www.hirewebdeveloper.com/,hirewebdeveloper.com,2015,250+,250+,,False,True,False
goodfirms,BigOhTech,"Noida, India",https://www.bigohtech.com/,bigohtech.com,2020,50-249,50-249,,False,False,False
