source,name,city,website,domain,founded_year,size_band,band_label,headcount,headcount_unknown,whale_candidate,staffing_mix
ASSOC:GESIA,guni,,https://guni.ac.in,guni.ac.in,,,,,True,False,False
ASSOC:GESIA,hkcindia,,https://hkcindia.in,hkcindia.in,,,,,True,False,False
ASSOC:ITAAP,hrfirst,,https://hrfirst.in,hrfirst.in,,,,,True,False,False
ASSOC:GESIA,i-tax,,https://i-tax.in,i-tax.in,,,,,True,False,False
ASSOC:ITAAP,incaplimited,,https://incaplimited.in,incaplimited.in,,,,,True,False,False
ASSOC:ITAAP,indigenius,,https://indigenius.co.in,indigenius.co.in,,,,,True,False,False
ASSOC:ITAAP,inovantics,,https://inovantics.in,inovantics.in,,,,,True,False,False
ASSOC:GESIA,jguni,,https://jguni.in,jguni.in,,,,,True,False,False
ASSOC:ITAAP,magnis,,https://magnis.in,magnis.in,,,,,True,False,False
ASSOC:GESIA,microhard,,https://microhard.in,microhard.in,,,,,True,False,False
ASSOC:GESIA,mjomegasolution,,https://mjomegasolution.in,mjomegasolution.in,,,,,True,False,False
ASSOC:GESIA,myvi,,https://myvi.in,myvi.in,,,,,True,False,False
ASSOC:ITAAP,nanomindz,,https://nanomindz.in,nanomindz.in,,,,,True,False,False
ASSOC:GESIA,nuv,,https://nuv.ac.in,nuv.ac.in,,,,,True,False,False
ASSOC:GESIA,paruluniversity,,https://paruluniversity.ac.in,paruluniversity.ac.in,,,,,True,False,False
ASSOC:ITAAP,pbsiddhartha,,https://pbsiddhartha.ac.in,pbsiddhartha.ac.in,,,,,True,False,False
ASSOC:ITAAP,phytec,,https://phytec.in,phytec.in,,,,,True,False,False
ASSOC:ITAAP,pixelrun,,https://pixelrun.in,pixelrun.in,,,,,True,False,False
ASSOC:ITAAP,pixoplay,,https://pixoplay.in,pixoplay.in,,,,,True,False,False
ASSOC:ITAAP,sendsafe,,https://sendsafe.in,sendsafe.in,,,,,True,False,False
