company_name,domain,office_phone,address,city,rating,review_count,place_id,source,discovered_at
Devherds,devherds.com,077107 30009,"Prosperity Square, D-185, Phase 8B, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.6,22,ChIJe8eVR2LvDzkR8dbDDxoqqmc,google_maps,2026-08-04T16:16:34
Digify Leads,digifyleads.com,081469 92270,"3rd Floor, SCF 54, above British Career Group, Phase 7, Sector 61, Sahibzada Ajit Singh Nagar, Punjab 160061, India",Mohali,4.9,135,ChIJfUCjP-3vDzkRmlonx0liQfU,google_maps,2026-08-04T16:16:34
DigiTech BPM Mohali,digitechbpo.com,,"Competent House, C-157, Phase 7, Industrial Area, Sector 73, Sahibzada Ajit Singh Nagar, Punjab 160055, India",Mohali,2.9,14,ChIJIbe9SWzvDzkRrkRKZVj9xWQ,google_maps,2026-08-04T16:16:34
DigiWolves - Digital Marketing Agency Chandigarh and Mohali,digiwolves.com,076588 24741,"TOWER-B, Bestech Business Center, B-905, Parkview Residence Colony, Tarf Kumbra, Sahibzada Ajit Singh Nagar, Punjab 160066, India",Mohali,5,30,ChIJo5ZYSMnvDzkRZBb94NfdgEc,google_maps,2026-08-04T16:16:34
Div Info System,divinfosystem.in,076961 62354,"Second Floor, SCO 209, Sector 36-D, Sector 36, Chandigarh, 160036, India",Mohali,5,34,ChIJZVNOflXtDzkRV_858gRuhPk,google_maps,2026-08-04T16:16:34
DK Web Solution,dkwebsolution.in,098550 18229,"1533, Burail, Burail Village, Sector 45, Chandigarh, 160047, India",Mohali,5,10,ChIJ39D4vnvtDzkR_gs9mBEayxY,google_maps,2026-08-04T16:16:34
Dovelp,dovelp.com,070428 70395,"Tdi Business Centre, Sector 118, Sahibzada Ajit Singh Nagar, Punjab 160055, India",Mohali,4.4,14,ChIJk8XkEHzvDzkR96ORRjUl4e0,google_maps,2026-08-04T16:16:34
Dr ITM Mohali,dritm.com,,"IT Park, Plot No: 4, Sector 67, Sahibzada Ajit Singh Nagar, Punjab 160062, India",Mohali,3.4,117,ChIJr2OhTwDvDzkRlDEbzOf44cI,google_maps,2026-08-04T16:16:34
"DTDC DOMESTIC,& INTERNATIONAL COURIER SERVICES LANDRA MOHALI PB",dtdc.com,090561 72904,"front of taste of Punjab restaurant, Kharar - Landran Rd, near Indian oil petrol pump, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.4,13,ChIJmXGoTVHvDzkR6j1Zij_fdyc,google_maps,2026-08-04T16:16:34
"Dzimark - Building Custom Websites, Apps, and AI Solutions for Every Industry",dzimark.com,090239 03007,"F338, 4th, OFFICE, 401, Phase 8B, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 160055, India",Mohali,5,56,ChIJxUfWz-nvDzkRrd5wCITS4g0,google_maps,2026-08-04T16:16:34
E2E Digitech,e2edigitech.com,098150 09722,"Bestech Business Tower, A-610, Parkview Residence Colony, Sector 66, Sahibzada Ajit Singh Nagar, Punjab 160062, India",Mohali,4.6,126,ChIJ5eoKFXfrDzkRAaFNDJwB90s,google_maps,2026-08-04T16:16:34
MLM Software Development in Mohali - Easy MLM Plans,easymlmplans.com,076962 63113,"Papri Rd, Airport Road, Sahibzada Ajit Singh Nagar, Punjab 140306, India",Mohali,4.9,86,ChIJ19gWGPTrDzkR6nOqLOo9QG0,google_maps,2026-08-04T16:16:34
Edifecs Technologies,edifecs.com,0172 666 1900,"Edifecs Technologies Private Limited IT C, 7, Netsmartz Centre, Sector 67, Sahibzada Ajit Singh Nagar, Punjab 160062, India",Mohali,4.7,125,ChIJC51wYK_uDzkRD1VnrxHCB68,google_maps,2026-08-04T16:16:34
Ennoble Infotech,ennobleinfotech.com,086996 58381,"4th Floor, Tower-A, Bestech Business Tower, 402, Parkview Residence Colony, Sector 66, Sahibzada Ajit Singh Nagar, Punjab 160062, India",Mohali,4.8,18,ChIJd16kDEyTDzkRAP4EbX0RqMw,google_maps,2026-08-04T16:16:34
EPL Edutech,epl.in,070371 23456,"SCO 97, 45D, Sector 44, Chandigarh, 160043, India",Mohali,4.5,11,ChIJs6sxHQTsDzkR6Ej5W-u-xbQ,google_maps,2026-08-04T16:16:34
Euriq Technologies,euriq.com,078890 87449,"Sector 46D, Sector 46, Chandigarh, 160047, India",Mohali,4.9,131,ChIJlz_8cO_tDzkRsSrPZCKaDiU,google_maps,2026-08-04T16:16:34
Evervent,evervent.in,,"4th Floor, Plot No .341, Industrial Area, Industrial Area Mohali Phase 9, Sahibzada Ajit Singh Nagar, Punjab 160062, India",Mohali,3.6,35,ChIJz9vppb_tDzkRs_sT-hH2Bl0,google_maps,2026-08-04T16:16:34
Executive Ship Management,executiveship.com,0160 666 7777,"CVU-1 Central Plaza, EMAAR MGF,, Sector 105, Mohali Hills, Banur Landran Road,, Emaar MGF Mohali Sector 105, Greater Mohali, Sahibzada Ajit Singh Nagar, Punjab 140306, India",Mohali,4.1,146,ChIJ____z7XtDzkRXoLjpiChORg,google_maps,2026-08-04T16:16:34
Expobiz IT Solutions,expobizitsolutions.com,062396 40884,"F-95, Mohali,, Phase 7, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 160055, India",Mohali,3.8,54,ChIJ3TPemlnuDzkRvmbVneOrB78,google_maps,2026-08-04T16:16:34
Extech Digital,extechdigital.in,093177 88822,"C-133, First Floor, Phase-8, Industrial Area, Sector 73, Sahibzada Ajit Singh Nagar, Punjab 160071, India",Mohali,4.7,25,ChIJP0fDWi7vDzkR539O9yFkk7o,google_maps,2026-08-04T16:16:34
PRCC Career Makerz,fb.com,083860 00050,"Non-Visit Shop, Tower Number J1, Emaar The Views, Emaar MGF Mohali Sector 105, Sector 105, Sahibzada Ajit Singh Nagar, Punjab 140306, India",Mohali,4.9,51,ChIJVQiez8rpDzkRTIbf04kZ6NI,google_maps,2026-08-04T16:16:34
Ficode Software Solutions,ficode.com,0172 406 1963,"Bestech Business Tower, B-703, Parkview Residence Colony, Sector 66, Sahibzada Ajit Singh Nagar, Punjab 160062, India",Mohali,3.7,46,ChIJ9WQIpQbsDzkRP3MmvYsryOY,google_maps,2026-08-04T16:16:34
Myastro Store,firstrankseo.net,077079 19789,"#718 part1, Phase, 7, Sector 61, Sahibzada Ajit Singh Nagar, Punjab 160062, India",Mohali,4.8,10,ChIJQxhzCsPvDzkRyppLC9PAObo,google_maps,2026-08-04T16:16:34
FIS Mohali,fisglobal.com,0172 331 9700,"Sector 75, Industrial Area, Sector 75, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.6,174,ChIJWZwgrv7uDzkR3xP5mr7kr7Q,google_maps,2026-08-04T16:16:34
"Freelance web designer in Chandigarh, India",freelancewebdesignerindia.in,098880 24599,"482, Street No.2, Phase 3B-1, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059, India",Mohali,4.7,21,ChIJ2bEsfX3uDzkRPWEpk6DSPxQ,google_maps,2026-08-04T16:16:34
FumingTech,fumingtech.in,098780 49878,"3325A, near police Station, Sector 24D, Sector 24, Chandigarh, 160023, India",Mohali,5,3,ChIJObCIecntDzkRhoTCYH83718,google_maps,2026-08-04T16:16:34
Future IT Touch,futuretouch.in,070569 37000,"2nd Floor, Sco No 54-55, near Mukat Hospital, Sector 34A, Sector 34, Chandigarh, 160022, India",Mohali,4.9,92,ChIJSVD7Y4mDGjkRSnZM3ca4iEE,google_maps,2026-08-04T16:16:34
Fxunique.com,fxunique.com,098720 76307,"853, Phase 3B-1, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059, India",Mohali,5,27,ChIJ15_aj5_uDzkRL49tEDWTiJQ,google_maps,2026-08-04T16:16:34
Ghrix,ghrix.com,098727 10928,"F.F, Phase VII, E-159, Industrial Area, Sector 73, Sahibzada Ajit Singh Nagar, Punjab 160055, India",Mohali,5,25,ChIJdyfGnFnuDzkRwmvQclVjlxg,google_maps,2026-08-04T16:16:34
Glint Hive Creations,glinthivecreations.com,095011 03113,"1st Floor, TDI City, SCO 29, Sector 110, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.9,51,ChIJlSgkeTzmmosR-tV3PZnVRSI,google_maps,2026-08-04T16:16:34
Gmware,gmware.com,0172 418 8860,"3rd Floor, TOWER-B, Bestech Business Tower, B-303, Parkview Residence Colony, Sector 66, Sahibzada Ajit Singh Nagar, Punjab 160066, India",Mohali,4.1,79,ChIJ11pNwarvDzkROSEVgh1jHRk,google_maps,2026-08-04T16:16:34
ByteCode Technologies,gobytecode.com,0172 412 0966,"World TECH 67 ITC 10, Sector 67, Sahibzada Ajit Singh Nagar, Punjab 160062, India",Mohali,4.3,37,ChIJaXXXvarvDzkRhG4K82J2E2M,google_maps,2026-08-04T16:16:34
Tprint Custom T-Shirts Wholesaler & Manufacturer | Mohali Chandigarh,google.com,098103 59316,"Tdi City, Sector 111, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.9,15,ChIJp_thzzsFDTkRd0s7GHktvEg,google_maps,2026-08-04T16:16:34
Graph Technologies - Google Partner Agency,graphtechnologies.com,095401 57555,"CPM 20-A1, The Mohali Hills, Central Plaza, F0220, Emaar MGF Mohali Sector 105, Sahibzada Ajit Singh Nagar, Punjab 140306, India",Mohali,4.4,7,ChIJcQXdkKrpDzkRsIJBNYXCa40,google_maps,2026-08-04T16:16:34
Group Kingdoms,groupkingdomswebsolution.com,062808 98396,"16, 1st Floor, SCF, Phase 2, Sector 54, Sahibzada Ajit Singh Nagar, Punjab 160055, India",Mohali,5,5,ChIJIX63c3XvDzkREU-e8nlQxX4,google_maps,2026-08-04T16:16:34
Growtrix Technologies,growtrixtechnologies.com,098056 47008,"114, gurnaz homes, Shahi Majra, Industrial Area, Sector 58, Sahibzada Ajit Singh Nagar, Punjab 160055, India",Mohali,5,51,ChIJ5Z4mhbXvDzkRwHO-SAqebHE,google_maps,2026-08-04T16:16:34
G S Bitlaabs,gsbitlaabs.com,098728 49966,"BMM, Plot No 299, Sahibzada Ajit Singh Nagar, Punjab 160055, India",Mohali,4.6,13,ChIJFxFAXo7uDzkRXcefsNBJ7rc,google_maps,2026-08-04T16:16:34
Hardkore Tech - Best IT company in Mohali,hardkore.tech,076965 44935,"2nd Floor, TDI Golf Link Market, SCO 1212, Sector 118, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,5,11,ChIJa1XW9QTvDzkR-qkXeEIownI,google_maps,2026-08-04T16:16:34
Hash Software,hashsoftware.com,090565 59922,"505, Second Floor, TDI TAJ PLAZA, Airport Rd, Sector 118, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.1,26,ChIJ3f__P_buDzkRCW5whCpXlwk,google_maps,2026-08-04T16:16:34
Himsofts,himsofts.com,094645 54439,"1753 A, Phase 10, Sector 64, Sahibzada Ajit Singh Nagar, Punjab 160062, India",Mohali,5,18,ChIJYQ5KSaTtDzkRyv5o4O_yM9A,google_maps,2026-08-04T16:16:34
HI-TECHSOFT CONSULTANCY SERVICES,hitechsoft.in,098888 88565,"SCF 53, Phase 10, Sector 64, Sahibzada Ajit Singh Nagar, Punjab 160062, India",Mohali,4.7,54,ChIJOzVkmxvsDzkR5WPxTLJxSpk,google_maps,2026-08-04T16:16:34
HMV Technologies,hmvtechnologies.com,090560 55400,"3RD Floor, NP Tower, F 464, Phase 8B, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,5,58,ChIJBzM0ukvvDzkRuIMC3RLZ8Xs,google_maps,2026-08-04T16:16:34
Hoftrix Technologies,hoftrix.com,097970 31229,"0, 7103, Sector 125, Sunny Enclave, Kharar, Punjab 140301, India",Mohali,4.2,23,ChIJe179ZkkPFCARQNYP-HlJWcY,google_maps,2026-08-04T16:16:34
HOKIS SOLUTIONS,hokissolutions.com,088470 36041,"SCO - 105 First Floor Preet City Sector 86, Sahibzada Ajit Singh Nagar, Punjab 140308, India",Mohali,5,65,ChIJ06-V0GvtDzkR-opLC-0pImw,google_maps,2026-08-04T16:16:34
HT Logics,htlogics.com,096465 94291,"CITY HEART, Janta Nagar, Kharar, Punjab 140301, India",Mohali,4.9,56,ChIJzdKDdHDxDzkRlBfI8LE-9yk,google_maps,2026-08-04T16:16:34
iART Technologies,iarttechnologies.com,099148 51312,"Second Floor, Model Town Market, SCO - 13, Sector 126, Greater Mohali, Model Town, Sahibzada Ajit Singh Nagar, Punjab 140301, India",Mohali,5,6,ChIJBcZ1uAfvDzkRjeUEn6VITfk,google_maps,2026-08-04T16:16:34
Idea Usher,ideausher.com,094634 07140,"SCF-98, Phase 11, Sector 65, Sahibzada Ajit Singh Nagar, Punjab 160062, India",Mohali,4.3,82,ChIJ7Ye9hjPtDzkRmp2w6dVeIfY,google_maps,2026-08-04T16:16:34
Ideio Soft,ideiosoft.com,079737 31716,"Ground Floor, AB Tower, F-383, Phase 8B, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.6,42,ChIJCUqLfWPvDzkRaNkbLMJjC1I,google_maps,2026-08-04T16:16:34
Imminent Softwares - IT Solutions Company,imminentsoftwares.com,062830 09504,"Plot No. F 26, First Floor, Phase-8, Industrial Area, Sector 73, Sahibzada Ajit Singh Nagar, Punjab 160071, India",Mohali,4.1,27,ChIJuwG95_XuDzkRh1bfCx3XTgc,google_maps,2026-08-04T16:16:34
India Web Design,indiawebdesign.org,06284 405 690,"1642, Burail, Burail Village, Sector 45, Chandigarh, 160047, India",Mohali,5,5,ChIJa3kndLztDzkR2nwDFU5aO6Q,google_maps,2026-08-04T16:16:34
India Web wide,indiawebwide.com,098726 68896,"PP95+HPH, Phase 5, Industrial Area, Sector 59, Sahibzada Ajit Singh Nagar, Punjab 160059, India",Mohali,4.4,34,ChIJTTr4jvbuDzkRNGcZCY06l-E,google_maps,2026-08-04T16:16:34
Indivar Software Solutions,indivar.com,0172 460 5989,"Bus Stand, C-15, Phase 1, Industrial Area Phase I, Sector 57, near, Sahibzada Ajit Singh Nagar, Punjab 160055, India",Mohali,4.4,58,ChIJx-r2sUbuDzkRrbDxfDu-MOw,google_maps,2026-08-04T16:16:34
i-Next Web Technologies,inextwebtechnologies.com,0172 401 4455,"SCO 58-59, First Floor, Sector 34A, Sector 34, Chandigarh, 160022, India",Mohali,4.5,68,ChIJ1Qy-863tDzkRR5ojsAtmfeM,google_maps,2026-08-04T16:16:34
InfiLogix Mohali,infilogix.com,079735 12641,"Veer Ji Tower, E-257, Phase 8B, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,5,8,ChIJUaP5qKrvDzkR7lqc3gHOMXs,google_maps,2026-08-04T16:16:34
Information Sandy,informationsandy.com,095011 99910,"SCO 134-35-36, 2nd Floor, Sector 34A, Sector 34, Chandigarh, 160022, India",Mohali,5,17,ChIJ6SozovPtDzkRtIcIPUGjGAs,google_maps,2026-08-04T16:16:34
Infyras,infyras.com,090416 78957,"Major's Tower, F-470, Sector 110, Sahibzada Ajit Singh Nagar, Punjab 160055, India",Mohali,5,3,ChIJFRd8y_9HzyERxcdfauCZ4x4,google_maps,2026-08-04T16:16:34
InfySmartz,infysmartz.com,093197 05189,"Sector 91, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.9,16,ChIJi7n7r4jvDzkRWdLkAWB1dxE,google_maps,2026-08-04T16:16:34
Ingenious Hi-Tech,ingenioushitech.com,097815 45794,"PM6R+G3R, Plot no - F250, Phase 8B, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,5,30,ChIJdwnQ2kXvDzkRLFwMQPXRPvE,google_maps,2026-08-04T16:16:34
Ink Web Solutions,inkwebsolutions.com,098154 55397,"1153, Phase 3B2, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059, India",Mohali,4.9,97,ChIJD9Ee5ojuDzkRJPANTDScLXw,google_maps,2026-08-04T16:16:34
Innocrede solutions,innocredesolutions.com,070816 07065,"1st Floor, ACIC Rise, CGC, Sector 112, Landran, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.8,47,ChIJjdhZKhrvDzkR4bkX_Z99hwQ,google_maps,2026-08-04T16:16:34
Innow8 Apps,innow8apps.com,098888 86602,"2nd Floor, Plot No. 1984, Sector 82, JLPL Industrial Area, Punjab 140306, India",Mohali,4.7,39,ChIJj6xbRA3tDzkRQmRXqTyeiG0,google_maps,2026-08-04T16:16:34
Inovsy,inovsy.com,085804 81966,"669 Second floor, near Silvi Park, Phase 10, Sector 64, Sahibzada Ajit Singh Nagar, Punjab 160062, India",Mohali,5,89,ChIJW7QPdLJCr6YRFhQfdri9Ndk,google_maps,2026-08-04T16:16:34
Inqsys Technologies,inqsys.com,,"F126, Balaji Tower, 3rd Floor, Phase 7, Industrial Area, Sector 73, Sahibzada Ajit Singh Nagar, Punjab 160055, India",Mohali,5,19,ChIJFY7wvQPvDzkRSZPJOq6Y2l0,google_maps,2026-08-04T16:16:34
Inspiril Media,inspirilmedia.com,,"First & Second Floor, SCO 72, Sector 90, Sector 91, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.9,15,ChIJJR1-XMPvDzkRiRn2I3Nw-c8,google_maps,2026-08-04T16:16:34
White City 2,instagram.com,087096 93121,"Banda Singh Bahadur Marg, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.5,18,ChIJG-9MwaTvDzkRvqsk6p16PYc,google_maps,2026-08-04T16:16:34
Intellectual Monks,intellectualmonks.com,082840 73440,"SCO 36, First floor, Cabin No. 5, near Punjabi and Sind Bank, Sector 41D, Badheri, Sector 41, Chandigarh, 160036, India",Mohali,5,79,ChIJMScgUp_tDzkRHno4_UzYoSw,google_maps,2026-08-04T16:16:34
Intiger Web,intiger.com,098726 45802,"S.C.O. 98, Cabin No. 7, 2nd Floor Sector 47-C, 47C, Sector 47, Chandigarh, 160047, India",Mohali,4.8,4,ChIJXRjS_WbsDzkRmjuHh1bunSU,google_maps,2026-08-04T16:16:34
iPixel Infotech (Mohali),ipixelinfotech.com,079835 00838,"269, Phase 11, Sector 65, Sahibzada Ajit Singh Nagar, Chandigarh, Punjab 160062, India",Mohali,4.7,24,ChIJx-Hx09btDzkRaT95aZcoEHk,google_maps,2026-08-04T16:16:34
IT Marketz,itmarketz.com,095018 13613,"PMG Tower, 1273, 3rd Floor, Sector 82, JLPL Industrial Area, Sahibzada Ajit Singh Nagar, Punjab 160055, India",Mohali,5,57,ChIJq6qqqkPuDzkRygdxWD9qeJE,google_maps,2026-08-04T16:16:34
Jetking Mohali,jetking.com,078891 49284,"near Burger King, S.C.F. 91, Phase 3B-2, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059, India",Mohali,5,27,ChIJs7lMnXDuDzkRnGrquojWNes,google_maps,2026-08-04T16:16:34
Software development Company Mohali,jsrsolutions.com,080549 23303,"1st Floor, K&B Tower, F-465, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,5,4,ChIJ55xKkq6VDzkRWZ1hvT6gFSk,google_maps,2026-08-04T16:16:34
Kaizen Systems,kaizensystems.in,099155 14455,"Sector 35 B, SCO 339-340, above Fabindia, 35B, Sector 35, Chandigarh, 160022, India",Mohali,4.2,167,ChIJ2Q__uIntDzkR1pC-DTUvX0s,google_maps,2026-08-04T16:16:34
KBS-IT SOLUTIONS,kbitsolutions.com.au,098151 50013,"Bmm, 377 , 1st Floor, Phase 11, Sector 65, Sahibzada Ajit Singh Nagar, Punjab 160062, India",Mohali,4.4,10,ChIJj7askibtDzkRDz32twnMoEo,google_maps,2026-08-04T16:16:34
Keyanntech Solutions,keyanntech.com,099159 60600,"6th Floor, Cyber cube, near Quark City, Phase 8B, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,5,26,ChIJj-GEVyLvDzkRrF1NB4YpOAE,google_maps,2026-08-04T16:16:34
Krishna Innovative Software,kisworks.com,0172 467 6333,"F-146, Phase 8B, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.3,44,ChIJdz8DvarvDzkRtzWn--ZjphM,google_maps,2026-08-04T16:16:34
Knick Global,knickglobal.com,098884 28466,"QUARK ATRIUM, Phase 8B, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.6,20,ChIJYyepT97vDzkRcIjMtOwHlS4,google_maps,2026-08-04T16:16:34
Web Developer Manish,kodeknack.com,078883 44564,"near Rural Health Training Centre, Ambedkar Awas Yojna, RHTC, Sector 56, Chandigarh, 160055, India",Mohali,4.5,13,ChIJAzGRJnPvDzkRr2Cy81rXLiQ,google_maps,2026-08-04T16:16:34
Kodivra IT Company,kodivra.com,090566 65376,"SCO, 314, 1st Floor, 40D, Sector 40D, Chandigarh, 160036, India",Mohali,5,3,ChIJR8vF0ZDvDzkR1r_mc5U38NE,google_maps,2026-08-04T16:16:34
Leading Edge Info Solutions,leadingedgeinfosolutions.com,078377 77045,"Ground Floor, E-221, Phase 8B, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 160071, India",Mohali,4.6,163,ChIJpWr9KFTuDzkRBtF1RAuLQrQ,google_maps,2026-08-04T16:16:34
Arteye Desizn,linktr.ee,098727 05390,"1119, 44B, Sector 44, Chandigarh, 160047, India",Mohali,5,4,ChIJM-0cUUrsDzkRci2GDJJJZ2U,google_maps,2026-08-04T16:16:34
Little Abs Marketing,littleabsmarketing.in,088470 86847,"360, Sector 32A, 32A, Sector 32, Chandigarh, 160030, India",Mohali,5,10,ChIJo9b0IBntDzkRmI9TfyHx6yo,google_maps,2026-08-04T16:16:34
LuminoGuru,luminoguru.com,06284 521 228,"Plot # D178, 5th Floor, Phase 8B, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.1,43,ChIJhwE9ufXuDzkRLRYMBMdLBRU,google_maps,2026-08-04T16:16:34
LYON BROTHERS,lyonbrothers.com,086994 26866,"2nd floor, CPM 209/9, Emaar MGF Mohali Sector 105, Sahibzada Ajit Singh Nagar, Punjab 140306, India",Mohali,5,28,ChIJu8h7HkXvDzkRVh-xztYIQH4,google_maps,2026-08-04T16:16:34
Makes360,makes360.com,091321 03210,"2nd Floor Plot No, D180C, Phase 8B, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,4.9,194,ChIJ8aazQmjtDzkRMYfN2p5EQRg,google_maps,2026-08-04T16:16:34
Mandy Web Design,mandywebdesign.com,098727 74871,"Plot No. C 210 A, Phase 8B, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 160071, India",Mohali,4.7,111,ChIJmZNdlRXsDzkRdFz-Oai-xTY,google_maps,2026-08-04T16:16:34
ManpowerGroup Services India,manpowergroup.co.in,1800 419 4001,"Unit NO-B-404, 4th Floor, Bestech Business Tower, 44C, Sector 66, Sahibzada Ajit Singh Nagar, Chandigarh, 160043, India",Mohali,4.8,140,ChIJFUpxBjTtDzkRkjpcG4jb8k0,google_maps,2026-08-04T16:16:34
Jai Japnaam Technologies,mapdekh.com,093691 97487,"No.C, Next57 Coworking Plot, 130, Sector 82, JLPL Industrial Area, Sahibzada Ajit Singh Nagar, Punjab 140306, India",Mohali,3.7,3,ChIJxXChJm3pDzkRaDdAdAmVJxY,google_maps,2026-08-04T16:16:34
Beonpage - Digital Marketing company Mohali Chandigarh,marketing-digital.in,080543 41061,"SCF 82 2nd Floor, 11 Phase Mohali Chandigarh, Phase 11, Sector 65, Sahibzada Ajit Singh Nagar, Punjab 160062, India",Mohali,4.9,56,ChIJu8qAfwXsDzkRpctetQa7_FE,google_maps,2026-08-04T16:16:34
Marketing Gears,marketinggears.com,088474 34917,"2nd Floor, SCO 158/159, Sector 34A, Sector 34, Chandigarh, 160022, India",Mohali,5,124,ChIJnVKxxxDtDzkRZyk9Xjjbv4Y,google_maps,2026-08-04T16:16:34
Master Infotech,masterinfotech.in,,"Plot No 163, Sector 82, JLPL Industrial Area, Sahibzada Ajit Singh Nagar, Punjab 140306, India",Mohali,4.1,17,ChIJYYBKYVOVDzkR5IPbsg4hyDI,google_maps,2026-08-04T16:16:34
Matrid Technologies,matridtech.net,084275 33101,"Plot No 962, Sector 82, JLPL Industrial Area, Sahibzada Ajit Singh Nagar, Punjab 140306, India",Mohali,3.3,78,ChIJ01DqsZPuDzkRoEVw753_rwM,google_maps,2026-08-04T16:16:34
Maxxmann Communications,maxxmann.in,0172 266 0454,"SCO 341-342, First Floor, near Helix Institute, Sector 34A, Sector 34, Chandigarh, 160022, India",Mohali,3.6,27,ChIJc4YQ3e7tDzkRaJ5ipWN1IR4,google_maps,2026-08-04T16:16:34
M CODE INFOSOFT,mcodeinfosoft.com,0172 441 6819,"Office No. 320, Tower-A, Bestech Business Tower, Parkview Residence Colony, Sector 66, Sahibzada Ajit Singh Nagar, Punjab 160066, India",Mohali,5,4,ChIJoS-a0QaVDzkR6cUETyMFZYI,google_maps,2026-08-04T16:16:34
Mediahubster,mediahubster.in,088942 24402,"D229, 1st Floor, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,5,16,ChIJQX5MEE7cYGsR3dTCa0RupcY,google_maps,2026-08-04T16:16:34
Megasoft Intellectual Solutions,megasoft-intellectual-solutions.com,089686 20840,"AB Chambers, SCO 21-25, Second Floor, Cabin, no - 202, 202, Sector 70, Sahibzada Ajit Singh Nagar, Punjab 160071, India",Mohali,5,3,ChIJjVa4lpLuDzkRi1zAlSWVZ9A,google_maps,2026-08-04T16:16:34
Megrisoft,megrisoft.com,0172 263 1561,"SCO 80, Sector 47 D, Sector 47, Chandigarh, 160047, India",Mohali,3.4,32,ChIJdQAAwGfsDzkRg1KIdiZD5u0,google_maps,2026-08-04T16:16:34
Midriff Info Solution,midriffinfosolution.org,0172 410 8472,"F-8, Second Floor, Phase-8, Industrial Area, Sector 73, Sahibzada Ajit Singh Nagar, Punjab 160071, India",Mohali,3.8,70,ChIJtaqq6mHuDzkR73WtSPJaIsw,google_maps,2026-08-04T16:16:34
Mind Driven,minddriven.online,062393 09940,"SCO 373, Second floor, Sector 32D, Sector 32, Chandigarh, 160030, India",Mohali,5,12,ChIJJXnOiXDtDzkRPkXNl0sgm-Q,google_maps,2026-08-04T16:16:34
Mindspan Brandcom,mindspan.in,098147 19997,"Second Floor, SCO 270, 44C, Sector 44, Chandigarh, 160043, India",Mohali,4.6,62,ChIJh7hYSVfsDzkR0WTM53EXhDc,google_maps,2026-08-04T16:16:34
Mohali property,mohaliproperty.info,091151 10150,"Booth no. 25, Tdi city, Sector 110, Sahibzada Ajit Singh Nagar, Punjab 140307, India",Mohali,5,6,ChIJU1SJAADvDzkRrBi2DHWSE0c,google_maps,2026-08-04T16:16:34
Mohali Times Square,mohalitimessquare.com,098760 99605,"Sector 118, Chandigarh- Kharar, Road, near V R Punjab, Sector 118, Sahibzada Ajit Singh Nagar, Punjab 160055, India",Mohali,5,4,ChIJGQ6vOGTvDzkRlE_BOTnFQi0,google_maps,2026-08-04T16:16:34
Multi Dimension Web Solutions,multidimensionwebsolutions.com,099153 08533,"CITY HEART, SCO 89 D, Janta Nagar, Kharar, Sahibzada Ajit Singh Nagar, Punjab 140301, India",Mohali,4.9,19,ChIJuf__v0PuDzkRyvaGwaYsxkA,google_maps,2026-08-04T16:16:34
