run_id,actor,status,started_at,finished_at,usage_usd
AdhQ0HrZvCcv1Hr7I,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T15:49:33.812Z,2026-09-02T15:50:32.250Z,0.4
XqAchdPYqTtNo7HwO,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T15:50:40.152Z,2026-09-02T15:51:44.280Z,0.4
1bBmTL1HJ4xem0OcR,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T15:51:57.140Z,2026-09-02T15:53:03.487Z,0.4
o51F4vsxMQtDqydFv,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T15:53:13.930Z,2026-09-02T15:54:10.813Z,0.4
WIINNp2Cykafqrjaq,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T15:54:20.348Z,2026-09-02T15:55:13.646Z,0.4
83WVb1tmMD2uyEKov,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T15:55:15.939Z,2026-09-02T15:56:03.015Z,0.4
yjPhMRxis9rBvwxkv,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T15:56:10.112Z,2026-09-02T15:57:06.140Z,0.4
6aTnFANtU7MleuHdE,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T15:57:09.052Z,2026-09-02T15:58:03.942Z,0.4
RXXTQpRW0DPKDUiGQ,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T15:58:15.326Z,2026-09-02T15:59:11.173Z,0.4
baNVABptpSocmJ7Lv,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T15:59:21.874Z,2026-09-02T16:00:23.173Z,0.4
0PXTiiCWG8R07v7H2,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T16:00:29.277Z,2026-09-02T16:02:29.624Z,0.4
WzzeFZIsnPOxQCbyn,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T16:02:42.389Z,2026-09-02T16:04:16.293Z,0.4
bulTVuVTbhC7Im3ol,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T16:04:27.593Z,2026-09-02T16:05:41.522Z,0.4
47a96SaX7JFEnOWui,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T16:05:45.401Z,2026-09-02T16:06:52.890Z,0.4
dprEsKx3IhxLzfpZV,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T16:07:03.031Z,2026-09-02T16:08:06.370Z,0.4
y82b3MF1uEQQtoUq4,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T16:08:09.663Z,2026-09-02T16:09:15.722Z,0.4
ZzpaDnpc8OBtFeFQO,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T16:09:27.104Z,2026-09-02T16:10:36.185Z,0.4
qpnqv2PcddB2uGXvt,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T16:10:44.759Z,2026-09-02T16:11:47.081Z,0.4
yYiuMsEeIVpcAeItI,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-02T16:11:51.557Z,2026-09-02T16:12:17.498Z,0.20400000000000001
JDSlaVidDozWdFpjK,solidcode/google-maps-scraper-2-5-per-1-000-results,SUCCEEDED,2026-09-03T09:22:08.824Z,2026-09-03T09:29:49.098Z,3.9671999999999996
VUPvaIiaIFe2nn34G,apify/google-search-scraper,SUCCEEDED,2026-09-03T11:04:12.102Z,2026-09-03T11:04:24.948Z,0.0035
r7BALONePhQ5FQIiC,apify/google-search-scraper,SUCCEEDED,2026-09-03T11:04:43.390Z,2026-09-03T11:34:00.694Z,3.5284999999999997
74z5m9JxlWAjRenng,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:34:51.526Z,2026-09-03T11:35:27.040Z,0.4
6ft1fRUu6qMUqO2z7,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:35:39.968Z,2026-09-03T11:36:18.348Z,0.4
h1ZVuxB43sBFgx1lv,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:36:27.236Z,2026-09-03T11:37:04.600Z,0.4
Z5sQSnRTh2pJ9Fk6o,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:37:13.205Z,2026-09-03T11:37:52.287Z,0.4
JHTrqMJMxCToWn84x,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:37:58.752Z,2026-09-03T11:38:35.965Z,0.4
3PLtg2ddGalhUfCaj,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:38:45.902Z,2026-09-03T11:39:21.635Z,0.4
Lc5BDtkqYQBXNUnOc,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:39:30.326Z,2026-09-03T11:40:09.970Z,0.4
xi6Oc8JdLl4a5AY0w,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:40:18.384Z,2026-09-03T11:40:55.323Z,0.4
xGajdrC4S02hT5sIY,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:41:06.441Z,2026-09-03T11:41:44.344Z,0.4
dl7Taq0g9NRCdY5aN,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:41:53.821Z,2026-09-03T11:42:39.690Z,0.4
zsVgiFcvdjN6HZsu9,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:42:51.970Z,2026-09-03T11:43:31.364Z,0.4
N719U1SKcF5j39pi3,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:43:38.928Z,2026-09-03T11:44:16.573Z,0.4
OCWQtngwIYObY829y,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:44:24.655Z,2026-09-03T11:45:03.041Z,0.4
09XRn3PknN4xY5XTE,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:45:13.608Z,2026-09-03T11:45:55.582Z,0.4
KdcjbTQ4heaSyOUTt,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:46:00.479Z,2026-09-03T11:46:41.497Z,0.4
rj3UoGWJbDS1i2eiR,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-03T11:46:45.662Z,2026-09-03T11:46:55.428Z,0.064
z5foAyue43VlaZ0t3,apify/google-search-scraper,SUCCEEDED,2026-09-06T11:55:05.202Z,2026-09-06T11:55:35.610Z,0.0685
nfO1mI3OtsOY6bnXR,harvestapi/linkedin-profile-scraper,SUCCEEDED,2026-09-06T11:56:12.503Z,2026-09-06T11:57:48.419Z,0.192
zVnbzZbkYDByMEMzM,apify/google-search-scraper,SUCCEEDED,2026-09-07T06:13:35.383Z,2026-09-07T06:13:45.467Z,0.0035
