status,company,domain,city,score,reason_or_rank,lead_source,owner,deal_id
Tier-B reserve (active),Logical Wings InfoWeb Pvt Ltd,logicalwings.com,"Ahmedabad, India",60,rank 354,,,
Tier-B reserve (active),AppWorld Infotech,appworldinfotech.com,"Surat, India",60,rank 364,,,
Tier-B reserve (active),TechEniac - Top Web App Development Company USA,techeniac.com,"Ahmedabad, India",60,rank 369,,,
Tier-B reserve (active),Finlark Technologies,finlark.com,"Ahmedabad, India",60,rank 371,,,
Tier-B reserve (active),Primocys,primocys.com,"Ahmedabad, India",60,rank 375,,,
Tier-B reserve (active),CRMTiger Technologies LLP,crmtiger.com,Ahmedabad,60,rank 382,,,
Tier-B reserve (active),Cyberscrypt Innovations,cyberscrypt.com,"Vadodara, India",60,rank 393,,,
Tier-B reserve (active),Rigel Networks Pvt Ltd,rigelnetworks.com,Vadodara,55,rank 420,,,
Tier-B reserve (active),AppleTech Pvt. Ltd.,appletechsoft.com,"Vadodara, India",55,rank 427,,,
Tier-B reserve (active),Shreeji Software,shreejisoftware.com,"Surat, India",55,rank 438,,,
Tier-B reserve (active),Innovative Iteration,innovativeiteration.com,"Surat, India",55,rank 448,,,
Tier-B reserve (active),Ashapura Softech,ashapurasoftech.com,"Ahmedabad, India",55,rank 451,,,
Tier-B reserve (active),Stimulus Co.,stimulusco.com,"Ahmedabad, India",55,rank 454,,,
Tier-B reserve (active),UpNext Software Private Limited,upnextsoftware.com,"Surat, India",55,rank 457,,,
Tier-B reserve (active),Mxicoders,mxicoders.com,"Ahmedabad, India",55,rank 460,,,
Tier-B reserve (active),Elightwalk Technology Private Limited,elightwalk.com,"Ahmedabad, India",55,rank 463,,,
Tier-B reserve (active),TechupR,techupr.com,"Ahmedabad, India",55,rank 470,,,
Tier-B reserve (active),Arche Softronix Pvt.Ltd.,archesoftronix.com,"Vadodara, India",55,rank 472,,,
Tier-B reserve (active),IndiaAppDeveloper,indiaappdeveloper.com,"Ahmedabad, India",55,rank 476,,,
Tier-B reserve (active),Tecocraft PVT. LTD,tecocraft.co.uk,"Surat, India",55,rank 480,,,
Tier-B reserve (active),World Web Technology Pvt. Ltd.,worldwebtechnology.com,"Ahmedabad, India",55,rank 481,,,
Tier-B reserve (active),i-hiddentalent,i-hiddentalent.com,"Ahmedabad, India",55,rank 487,,,
Tier-B reserve (active),Scalybee,scalybee.com,"Vadodara, India",55,rank 491,,,
Tier-B reserve (active),Stalwart Info,stalwartinfo.com,"Ahmedabad, India",55,rank 494,,,
Tier-B reserve (active),XCode Web Solutions,xcodewebsolutions.com,"Ahmedabad, India",55,rank 495,,,
Tier-B reserve (active),MagentoBrain,magentobrain.com,"Surat, India",55,rank 500,,,
Tier-B reserve (active),Kryptoninc,kryptoninc.co,"Ahmedabad, India",55,rank 502,,,
Tier-B reserve (active),App Developers India,developersappindia.com,"Ahmedabad, India",55,rank 514,,,
Tier-B reserve (active),JayamSoft,jayamsoft.net,"Surat, India",55,rank 522,,,
Tier-B reserve (active),Conceptserve,conceptserve.com,"Ahmedabad, India",55,rank 524,,,
Tier-B reserve (active),Pennine Technolabs,penninetechnolabs.com,"Ahmedabad, India",52,rank 538,,,
Tier-B reserve (active),Instinctools,instinctools.com,"Ahmedabad, India",52,rank 549,,,
Tier-B reserve (active),TriState Technology LLP,tristatetechnology.com,"Ahmedabad, India",50,rank 558,,,
Tier-B reserve (active),MSP IT Concepts Pvt Ltd,mspconcepts.com,"Ahmedabad, India",50,rank 559,,,
Tier-B reserve (active),Benzatine Infotech,benzatine.com,"Surat, India",50,rank 560,,,
Tier-B reserve (active),VIBIDSOFT,vibidsoft.com,"Ahmedabad, India",50,rank 562,,,
Tier-B reserve (active),reverseBits,reversebits.tech,"Ahmedabad, India",50,rank 563,,,
Tier-B reserve (active),Technobrains Business Solutions LLP,technobrains.io,"Ahmedabad, India",50,rank 570,,,
Tier-B reserve (active),WebPlanex InfoTech Pvt. Ltd.,webplanex.com,"Ahmedabad, India",50,rank 574,,,
Tier-B reserve (active),InstaCloud Solutions LLP,instacloudsolutions.com,"Ahmedabad, India",50,rank 579,,,
Tier-B reserve (active),Zobi Web Solutions Private Limited,zobiwebsolutions.com,"Ahmedabad, India",50,rank 583,,,
Tier-B reserve (active),Megh Technologies,meghtechnologies.com,"Vadodara, India",50,rank 593,,,
Tier-B reserve (active),Instance IT Solutions,instanceit.com,"Surat, India",50,rank 595,,,
Tier-B reserve (active),Opula Software Development Pvt. Ltd.,opulasoft.com,"Surat, India",50,rank 598,,,
Tier-B reserve (active),Surekha Technologies,surekhatech.com,"Ahmedabad, India",50,rank 608,,,
Tier-B reserve (active),Nextgensoft Technologies LLP,nextgensoft.io,"Ahmedabad, India",50,rank 614,,,
Tier-B reserve (active),ADD PEARLINFO PVT. LTD.,pearlinfo.in,"Ahmedabad, India",50,rank 619,,,
Tier-B reserve (active),ThePlanetSoft,theplanetsoft.com,"Surat, India",50,rank 621,,,
Tier-B reserve (active),TRooTech Business Solutions,trootech.com,"Ahmedabad, India",50,rank 627,,,
Tier-B reserve (active),iCoderz Solutions Pvt. Ltd.,icoderzsolutions.com,"Ahmedabad, India",50,rank 636,,,
Tier-B reserve (active),Svaapta IT-Ally Solutions,svaapta-it-ally.com,"Vadodara, India",50,rank 637,,,
Tier-B reserve (active),UpforceTech,upforcetech.com,"Ahmedabad, India",50,rank 651,,,
Tier-B reserve (active),Helios-Solutions End to End Solutions,heliossolutions.co,"Vadodara, India",50,rank 657,,,
Tier-B reserve (active),ViitorCloud,viitorcloud.com,"Ahmedabad, India",50,rank 658,,,
Tier-B reserve (active),Potenza Global Solutions,potenzaglobalsolutions.com,"Ahmedabad, India",50,rank 662,,,
Tier-B reserve (active),Bitbuffs Technologies Pvt Ltd,bitbuffs.com,"Vadodara, India",50,rank 664,,,
Tier-B reserve (active),Redspark,redsparkinfo.com,"Vadodara, India",50,rank 666,,,
Tier-B reserve (active),STERP Software Pvt. Ltd,shantitechnology.com,"Vadodara, India",50,rank 679,,,
Tier-B reserve (active),Crest Coder,crestcoder.com,"Ahmedabad, India",50,rank 680,,,
Tier-B reserve (active),Essence Solusoft,essencesolusoft.com,"Ahmedabad, India",50,rank 695,,,
Tier-B reserve (active),SNDK Corp,sndkcorp.com,"Ahmedabad, India",50,rank 698,,,
Tier-B reserve (active),Sapient Codelabs,sapientcodelabs.com,"Surat, India",50,rank 699,,,
Tier-B reserve (active),Enqcode Technologies LLP,enqcode.com,"Ahmedabad, India",50,rank 703,,,
Tier-B reserve (active),Ashutec Solutions Pvt Ltd,ashutec.com,"Ahmedabad, India",50,rank 704,,,
Tier-B reserve (active),Alita Infotech Pvt. Ltd,alitainfotech.com,"Surat, India",50,rank 705,,,
Tier-B reserve (active),Avrut Solution,avrut.com,"Surat, India",50,rank 706,,,
Tier-B reserve (active),Techlusion,techlusion.io,"Ahmedabad, India",50,rank 708,,,
Tier-B reserve (active),Anantkaal,anantkaal.com,"Surat, India",50,rank 713,,,
Tier-B reserve (active),UniQual iTech,uniqualitech.com,"Surat, India",50,rank 716,,,
Tier-B reserve (active),Neoverce IT Solutions LLP,neoverce.com,"Surat, India",50,rank 734,,,
Tier-B reserve (active),Linearloop Private Limited,linearloop.io,"Ahmedabad, India",50,rank 735,,,
Tier-B reserve (active),TurtleSoft Solution,turtlesoftsolution.com,"Ahmedabad, India",50,rank 743,,,
Tier-B reserve (active),BatsHub,batshub.com,"Ahmedabad, India",50,rank 745,,,
Tier-B reserve (active),Skywinds Solutions,skywinds.tech,"Ahmedabad, India",50,rank 748,,,
Tier-B reserve (active),Ecomsellertool,ecomsellertool.com,"Ahmedabad, India",50,rank 750,,,
Tier-B reserve (active),hiredeveloperindia,hiredeveloperindia.com,"Ahmedabad, India",50,rank 754,,,
Tier-B reserve (active),iAppsolution Technology,iappsolution.com,"Ahmedabad, India",50,rank 767,,,
Tier-B reserve (active),Tameta Tech,tameta.tech,"Surat, India",50,rank 770,,,
Tier-B reserve (active),Hexamer Solutions,hexamersolutions.com,"Ahmedabad, India",50,rank 778,,,
Tier-B reserve (active),BizzTech IT Solutions,bizztech.in,"Surat, India",50,rank 784,,,
Tier-B reserve (active),CodesClue Technologies,codesclue.com,"Ahmedabad, India",47,rank 791,,,
Tier-B reserve (active),SculptSoft Pvt. Ltd.,sculptsoft.com,"Ahmedabad, India",47,rank 794,,,
Tier-B reserve (active),Agile Infoways LLC,agileinfoways.com,"Ahmedabad, India",47,rank 797,,,
Tier-B reserve (active),Webmedia Experts,webmediaexperts.net,"Vadodara, India",47,rank 798,,,
Tier-B reserve (active),Tempus Central,tempuscentral.com,"Vadodara, India",47,rank 804,,,
Tier-B reserve (active),VBSOFT India Ltd,vbsoftindia.com,"Ahmedabad, India",47,rank 805,,,
Tier-B reserve (active),OTFCoder,otfcoder.com,"Ahmedabad, India",47,rank 813,,,
Tier-B reserve (active),Valens DataLabs,valensdatalabs.com,"Ahmedabad, India",47,rank 872,,,
Tier-B reserve (active),Semaphore Software,semaphore-software.com,"Ahmedabad, India",47,rank 875,,,
Tier-B reserve (active),Arc Consulting (I) Private Limited,arcattest.com,Ahmedabad,45,rank 880,,,
Tier-B reserve (active),Innoventixsolutions,innoventixsolutions.com,"Ahmedabad, India",45,rank 888,,,
Tier-B reserve (active),Ascendion Engineering Private Limited,ascendion.com,Vadodara,45,rank 898,,,
Tier-B reserve (active),Silicon Signals Pvt. Ltd.,siliconsignals.io,"Ahmedabad, India",45,rank 912,,,
Tier-B reserve (active),Knovator Technologies,knovator.com,"Surat, India",45,rank 915,,,
Tier-B reserve (active),WP Small Fix,wpsmallfix.com,"Ahmedabad, India",45,rank 916,,,
Tier-B reserve (active),Insignia Technolabs,insigniatechnolabs.com,"Ahmedabad, India",45,rank 922,,,
Tier-B reserve (active),Pirimid Fintech,pirimidtech.com,"Ahmedabad, India",45,rank 933,,,
Tier-B reserve (active),Continuum Digital,continuumdigital.ca,"Ahmedabad, India",45,rank 944,,,
Tier-B reserve (active),Citrusbug Technolabs,citrusbug.com,"Ahmedabad, India",45,rank 946,,,
Tier-B reserve (active),INEXTURE Solutions,inexture.com,"Ahmedabad, India",45,rank 965,,,
Tier-B reserve (active),Peafowl IT Solution,peafowlit.com,"Ahmedabad, India",45,rank 966,,,
Tier-B reserve (active),BoTree Technologies Pvt. Ltd.,botreetechnologies.com,"Ahmedabad, India",45,rank 969,,,
Tier-B reserve (active),Softices Consultancy Pvt. Ltd.,softices.com,"Surat, India",45,rank 974,,,
Tier-B reserve (active),IT Services India,itservicesindia.com,"Ahmedabad, India",45,rank 988,,,
Tier-B reserve (active),Tecstub,tecstub.com,"Ahmedabad, India",45,rank 998,,,
Tier-B reserve (active),WebAshlar,webashlar.com,"Surat, India",45,rank 1013,,,
Tier-B reserve (active),OOZEE Technologies,oozeetech.com,"Surat, India",45,rank 1019,,,
Tier-B reserve (active),Collonmade Company,collonmade.com,"Vadodara, India",45,rank 1022,,,
Tier-B reserve (active),TECHTIC SOLUTIONS INC,techtic.com,"Ahmedabad, India",45,rank 1023,,,
Tier-B reserve (active),Incipient Infotech,incipientinfo.com,"Ahmedabad, India",45,rank 1056,,,
Tier-B reserve (active),Siyana Info Solutions,siyanainfo.com,"Ahmedabad, India",45,rank 1070,,,
Tier-B reserve (active),CRMJetty,crmjetty.com,"Ahmedabad, India",45,rank 1101,,,
Tier-B reserve (active),Yaana Consulting Services,tanmaypanchal.com,"Ahmedabad, India",45,rank 1104,,,
Tier-B reserve (active),Honeycomb Softwares Pvt. Ltd.,honeycombsoftwares.com,"Ahmedabad, India",42,rank 1113,,,
Tier-B reserve (active),Captus Technologies,captustechnologies.com,"Ahmedabad, India",42,rank 1130,,,
Tier-B reserve (active),Metwaves Technologies,metwaves.com,"Ahmedabad, India",42,rank 1133,,,
Tier-B reserve (active),Mysphere Infotech,mysphereinfotech.com,"Vadodara, India",40,rank 1142,,,
Tier-B reserve (active),WPWeb InfoTech Pvt Ltd,wpwebinfotech.com,"Ahmedabad, India",40,rank 1145,,,
Tier-B reserve (active),TransForm Solutions Private Limited,transformsolution.com,Surat,40,rank 1146,,,
Tier-B reserve (active),Raindrops InfoTech,raindropsinfotech.com,"Ahmedabad, India",40,rank 1148,,,
Tier-B reserve (active),Omex Infotech,omexinfotech.com,"Ahmedabad, India",40,rank 1164,,,
Tier-B reserve (active),Nichetech Solutions,nichetechsolutions.com,"Ahmedabad, India",40,rank 1194,,,
Tier-B reserve (active),eCodesoft Solutions,ecodesoft.com,"Ahmedabad, India",40,rank 1199,,,
Tier-B reserve (active),Weingenious Technocrats,weingenious.com,"Surat, India",40,rank 1213,,,
Tier-B reserve (active),Ish Tech Solutions,ishtechsolutions.com,"Vadodara, India",40,rank 1219,,,
Tier-B reserve (active),Sigzen Technologies,sigzen.com,"Ahmedabad, India",40,rank 1220,,,
Tier-B reserve (active),TechWize,techwize.com,"Ahmedabad, India",40,rank 1224,,,
Tier-B reserve (active),P9Labs Inc,p9labs.com,"Surat, India",40,rank 1234,,,
Tier-B reserve (active),iQlance Solutions,iqlance.com,"Ahmedabad, India",40,rank 1235,,,
Tier-B reserve (active),GIRIRAJ DIGITAL,girirajdigital.com,"Ahmedabad, India",40,rank 1247,,,
Tier-B reserve (active),IntelliPro Solutions Pvt Ltd,iprospl.com,"Ahmedabad, India",40,rank 1253,,,
Tier-B reserve (active),Wappnet Systems,wappnet.com,"Ahmedabad, India",40,rank 1263,,,
Tier-B reserve (active),TatvaSoft,tatvasoft.com,"Ahmedabad, India",40,rank 1264,,,
Tier-B reserve (active),Rao Information Technology,raoinformationtechnology.com,"Ahmedabad, India",40,rank 1266,,,
Tier-B reserve (active),Immence,immence.com,"Vadodara, India",40,rank 1267,,,
Tier-B reserve (active),Votiko Solutions,votiko.com,"Surat, India",40,rank 1269,,,
Tier-B reserve (active),Excelsior Technologies,excelsiortechnologies.com,"Ahmedabad, India",40,rank 1272,,,
Tier-B reserve (active),Cloudinfosoft,cloudinfosoft.com,"Vadodara, India",40,rank 1276,,,
Tier-B reserve (active),ProweSolution,prowesolution.com,"Ahmedabad, India",40,rank 1279,,,
Tier-B reserve (active),Inventam Tech Solution (OPC) pvt. ltd.,inventam.com,"Surat, India",40,rank 1294,,,
Tier-B reserve (active),Arthkaira,arthkaira.com.au,"Ahmedabad, India",40,rank 1296,,,
Tier-B reserve (active),Interactive Manpower Solutions Pvt Ltd,imspeople.com,Ahmedabad,40,rank 1307,,,
Tier-B reserve (active),Valiant Technosoft,valianttechnosoft.com,"Ahmedabad, India",40,rank 1308,,,
Tier-B reserve (active),Helixwebi,helixwebi.net,"Surat, India",40,rank 1309,,,
Tier-B reserve (active),Third Rock Techkno,thirdrocktechkno.com,"Ahmedabad, India",40,rank 1313,,,
Tier-B reserve (active),codExalters Techlabs,codexalters.com,"Ahmedabad, India",40,rank 1314,,,
Tier-B reserve (active),CodeAroma Technologies,codearoma.com,"Ahmedabad, India",40,rank 1317,,,
Tier-B reserve (active),Kalgisoft Technologies,kalgisoft.com,"Ahmedabad, India",40,rank 1318,,,
Tier-B reserve (active),CloudStakes Technology,cloudstakes.com,"Ahmedabad, India",40,rank 1320,,,
Tier-B reserve (active),SystemSeeders Infotech LLP,systemseeders.com,"Ahmedabad, India",40,rank 1322,,,
Tier-B reserve (active),Enprowess Technologies,enprowess.com,"Ahmedabad, India",40,rank 1326,,,
Tier-B reserve (active),Sikich India Private Limited,sikich.com,Ahmedabad,40,rank 1328,,,
Tier-B reserve (active),Are InfoTech,areinfotech.com,"Ahmedabad, India",40,rank 1339,,,
Tier-B reserve (active),Emphatic Technologies,emphatictechnologies.com,"Ahmedabad, India",40,rank 1343,,,
Tier-B reserve (active),TechCompose Solutions Pvt Ltd,techcompose.com,"Ahmedabad, India",40,rank 1347,,,
Tier-B reserve (active),Implies Solution,impliessolution.com,"Surat, India",40,rank 1349,,,
Tier-B reserve (active),Nimblechapps Pvt. Ltd.,nimblechapps.com,"Ahmedabad, India",40,rank 1355,,,
Tier-B reserve (active),Aroasis Softech,aroasissoftech.com,"Vadodara, India",40,rank 1356,,,
Tier-B reserve (active),Devise Software Solutions Pvt. Ltd,devisesystems.com,"Vadodara, India",40,rank 1357,,,
Tier-B reserve (active),Canopas Software,canopas.com,"Surat, India",40,rank 1359,,,
Tier-B reserve (active),Softnoesis Private Limited,softnoesis.com,"Surat, India",40,rank 1361,,,
Tier-B reserve (active),Techno Hustlers,technohustlers.com,"Ahmedabad, India",40,rank 1363,,,
Tier-B reserve (active),Ctas Info Service LLP,ctasis.com,"Ahmedabad, India",40,rank 1366,,,
Tier-B reserve (active),CSCODETECH,cscodetech.com,"Surat, India",40,rank 1371,,,
Tier-B reserve (active),Onviqa Pvt. Ltd.,onviqa.com,"Surat, India",40,rank 1375,,,
Tier-B reserve (active),Lathiya Web Solution,lathiyasolutions.com,"Surat, India",40,rank 1379,,,
Tier-B reserve (active),Scriptus Solutions Pvt. Ltd.,scriptussolutions.com,"Surat, India",40,rank 1381,,,
Tier-B reserve (active),Kody Technolab,kodytechnolab.com,"Ahmedabad, India",40,rank 1400,,,
Tier-B reserve (active),Theta Technolabs,thetatechnolabs.com,"Ahmedabad, India",40,rank 1401,,,
Tier-B reserve (active),ThatsEnd Pvt. Ltd.,thatsend.com,"Surat, India",40,rank 1407,,,
Tier-B reserve (active),WireFuture,wirefuture.com,"Ahmedabad, India",40,rank 1410,,,
Tier-B reserve (active),Webvolty IT Solution,webvolty.com,"Surat, India",40,rank 1412,,,
Tier-B reserve (active),Sourceved Technologies Pvt Ltd.,sourceved.com,"Ahmedabad, India",40,rank 1414,,,
Tier-B reserve (active),Netsol IT Solutions Pvt. Ltd,netsolitsolution.com,"Surat, India",37,rank 1425,,,
Tier-B reserve (active),Spaculus Software,spaculus.com,"Vadodara, India",37,rank 1426,,,
Tier-B reserve (active),EnlightVision Technologies Pvt. Ltd,enlightvision.com,"Ahmedabad, India",37,rank 1433,,,
Tier-B reserve (active),Intech Systems Canada,intechsystems.ca,"Ahmedabad, India",37,rank 1440,,,
Tier-B reserve (active),360 Design,360design.in,"Ahmedabad, India",37,rank 1459,,,
Tier-B reserve (active),Striver Technosoft LLP,strivertech.com,"Ahmedabad, India",37,rank 1462,,,
Tier-B reserve (active),PAIDNINJAS SOFTWARE & IT SOLUTIONS,paidninjas.com,"Ahmedabad, India",37,rank 1469,,,
Tier-B reserve (active),Prioxis Technologies,prioxis.com,"Ahmedabad, India",37,rank 1470,,,
Tier-B reserve (active),Hire React Native Developers,hirereactnativedeveloper.com,"Ahmedabad, India",35,rank 1486,,,
Tier-B reserve (active),Raininfotech,raininfotech.com,"Surat, India",35,rank 1493,,,
Tier-B reserve (active),BinStellar Technologies Pvt. Ltd.,binstellar.com,"Ahmedabad, India",35,rank 1515,,,
Tier-B reserve (active),Infigic Technologies,infigic.com,"Ahmedabad, India",35,rank 1516,,,
Tier-B reserve (active),Geek Web Solution,geekwebsolution.com,"Surat, India",35,rank 1519,,,
Tier-B reserve (active),Script All DNA Technologies,scriptalldna.com,"Ahmedabad, India",35,rank 1523,,,
Tier-B reserve (active),Accrete InfoTech,accreteit.com,"Surat, India",35,rank 1530,,,
Tier-B reserve (active),Universal Stream Solution,universalstreamsolution.com,"Ahmedabad, India",35,rank 1543,,,
Tier-B reserve (active),Staunchsys IT Services,staunchsys.com,"Ahmedabad, India",35,rank 1548,,,
Tier-B reserve (active),ocius technologies,ociustechnologies.com,"Ahmedabad, India",35,rank 1552,,,
Tier-B reserve (active),Swan Softweb Solutions,swansoftweb.com,"Ahmedabad, India",35,rank 1554,,,
Tier-B reserve (active),Lanatus Systems LLP,lanatussystems.com,"Ahmedabad, India",35,rank 1565,,,
Tier-B reserve (active),Netedge Technology,netedgetechnology.com,"Ahmedabad, India",35,rank 1570,,,
Tier-B reserve (active),Innodel Technologies,innodel.com,"Ahmedabad, India",35,rank 1577,,,
Tier-B reserve (active),Grewon Technologies,grewon.com,"Surat, India",35,rank 1580,,,
Tier-B reserve (active),CodeSmith InfoSoft,codesmithinfosoft.com,"Surat, India",35,rank 1584,,,
Tier-B reserve (active),Enlighten Infosystems,enlighteninfosystems.com,"Vadodara, India",35,rank 1585,,,
Tier-B reserve (active),PlusInfoLab,plusinfolab.com,"Surat, India",35,rank 1587,,,
Tier-B reserve (active),BVM Infotech,bvminfotech.com,"Surat, India",35,rank 1591,,,
Tier-B reserve (active),True Code Masters,truecodemasters.com,"Ahmedabad, India",35,rank 1614,,,
Tier-B reserve (active),KairaSoftware Pvt Ltd,kairasoftware.com,"Ahmedabad, India",35,rank 1621,,,
Tier-B reserve (active),Geminate Consultancy Services,geminatecs.com,"Ahmedabad, India",35,rank 1623,,,
Tier-B reserve (active),Vivansh Infotech,vivanshinfotech.com,"Ahmedabad, India",35,rank 1633,,,
Tier-B reserve (active),Treesha Infotech,treeshainfotech.com,"Ahmedabad, India",35,rank 1635,,,
Tier-B reserve (active),Ideoplant Infotech LLP,ideoplant.com,"Surat, India",35,rank 1636,,,
Tier-B reserve (active),Heliconia Solutions Pvt Ltd,heliconia.io,"Vadodara, India",35,rank 1638,,,
Tier-B reserve (active),Skenix Infotech,skenix.com,"Vadodara, India",35,rank 1644,,,
Tier-B reserve (active),Epnovate Technology Pvt. Ltd.,epnovate.com,"Ahmedabad, India",35,rank 1647,,,
Tier-B reserve (active),SecureMetaSys Infotech Pvt. Ltd.,securemetasys.com,"Surat, India",35,rank 1650,,,
Tier-B reserve (active),Declone Labs PVT LTD,declone.io,"Surat, India",35,rank 1654,,,
Tier-B reserve (active),Dexoc,dexoc.com,"Ahmedabad, India",35,rank 1664,,,
Tier-B reserve (active),Analytix Solutions,analytixit.com,"Ahmedabad, India",35,rank 1680,,,
Tier-B reserve (active),NCoreSoft,ncoresoft.com,"Ahmedabad, India",35,rank 1686,,,
Tier-B reserve (active),Invennico Technolabs Pvt Ltd,invennico.com,"Vadodara, India",35,rank 1690,,,
Tier-B reserve (active),VPN Infotech,vpninfotech.com,"Surat, India",35,rank 1693,,,
Tier-B reserve (active),Saturncube Technologies,saturncube.com,"Ahmedabad, India",35,rank 1694,,,
Tier-B reserve (active),SINON TECH PVT LTD,sinontechs.com,"Ahmedabad, India",35,rank 1700,,,
Tier-B reserve (active),Stersoft Solutions Pvt Ltd,stersoftsolutions.com,"Vadodara, India",35,rank 1701,,,
Tier-B reserve (active),Ghanshyam Digital LLP,ghanshyamdigital.com,"Surat, India",35,rank 1702,,,
Tier-B reserve (active),Plexoc Solutions Pvt. Ltd.,plexoc.com,"Ahmedabad, India",35,rank 1705,,,
Tier-B reserve (active),Treta Infotech,tretainfotech.com,"Surat, India",35,rank 1706,,,
Tier-B reserve (active),Opash Software,opashsoftware.com,"Surat, India",35,rank 1707,,,
Tier-B reserve (active),AppTrait Solutions,apptraitsolutions.com,"Ahmedabad, India",35,rank 1718,,,
Tier-B reserve (active),Eliteware Solutions,elitewaresolutions.com,"Vadodara, India",35,rank 1732,,,
Tier-B reserve (active),WOLFSOFT Pvt. Ltd.,wolfsoft.in,"Vadodara, India",35,rank 1746,,,
Tier-B reserve (active),BlueBit Technologies,bluebittechnologies.com,"Surat, India",35,rank 1752,,,
Tier-B reserve (active),Jeenweb Technologists,jeenweb.com,"Vadodara, India",35,rank 1758,,,
Tier-B reserve (active),CrestInfotech,crestinfotech.com,"Ahmedabad, India",35,rank 1764,,,
Tier-B reserve (active),Pyther Innovations Private Limited,pyther.com,"Ahmedabad, India",35,rank 1796,,,
Tier-B reserve (active),Proses Web Technologies,prosesindia.com,"Vadodara, India",35,rank 1797,,,
Tier-B reserve (active),Appliquer Technologies,appliquertech.com,"Ahmedabad, India",35,rank 1853,,,
Tier-B reserve (active),Zeitech Solutions Pvt Ltd,zeitech.in,"Ahmedabad, India",35,rank 1856,,,
Tier-B reserve (active),Sky Info Solutions,skyinfosolutions.com,"Ahmedabad, India",35,rank 1862,,,
Tier-B reserve (active),Pixer Digital,pixer.io,"Ahmedabad, India",35,rank 1874,,,
Tier-B reserve (active),Ingress IT Solutions,ingressit.com,"Ahmedabad, India",35,rank 1877,,,
Tier-B reserve (active),Universal Technolabs,universaltechnolabs.com,"Ahmedabad, India",35,rank 1878,,,
Tier-B reserve (active),Novumlogic Technologies Pvt Ltd,novumlogic.com,"Vadodara, India",35,rank 1899,,,
Tier-B reserve (active),Braincrew Apps,braincrewapps.com,"Ahmedabad, India",35,rank 1913,,,
Tier-B reserve (active),Eyelash Technologies,eyelashtechnologies.com,"Vadodara, India",35,rank 1917,,,
Tier-B reserve (active),Freshcodes Technology,freshcodes.in,"Surat, India",35,rank 1922,,,
Tier-B reserve (active),Popway Software Pvt Ltd,popway.in,"Surat, India",35,rank 1925,,,
Tier-B reserve (active),Aelius Venture,aeliusventure.com,"Ahmedabad, India",35,rank 1936,,,
Tier-B reserve (active),GenX Solutions,genxinfosolutions.com,"Ahmedabad, India",35,rank 1947,,,
Tier-B reserve (active),Qrious Tech,qrioustech.com,"Ahmedabad, India",35,rank 1952,,,
Tier-B reserve (active),Shilp IT Solutions,shilpitsolutions.com,"Ahmedabad, India",35,rank 1953,,,
Tier-B reserve (active),Settings Infotech,settingsinfotech.com,"Surat, India",35,rank 1954,,,
Tier-B reserve (active),ADVETFLY SOLUTIONS LLP,advetfly.com,"Surat, India",35,rank 2041,,,
Tier-B reserve (active),Maven Infosoft,maven-infosoft.com,"Ahmedabad, India",35,rank 2045,,,
Tier-B reserve (active),integrityinfoway,intigrity.com,"Vadodara, India",35,rank 2056,,,
Tier-B reserve (active),Siya Infotech Solution,siyainfo.com,"Ahmedabad, India",35,rank 2061,,,
Tier-B reserve (active),Spontaneous Enterprise OPC Pvt Ltd,spontaneousenterprise.com,"Ahmedabad, India",35,rank 2077,,,
Tier-B reserve (active),WanBuffer Services,wanbuffer.com,"Ahmedabad, India",35,rank 2080,,,
Tier-B reserve (active),MatrixHive Technologies Pvt. Ltd.,matrixhive.com,"Ahmedabad, India",35,rank 2081,,,
Tier-B reserve (active),Nxinfoway,nxinfoway.com,"Ahmedabad, India",35,rank 2086,,,
Tier-B reserve (active),Hyperhex Technology,hyperhextechnology.com,"Ahmedabad, India",32,rank 2116,,,
Tier-B reserve (active),Web30India,web30india.com,"Ahmedabad, India",32,rank 2128,,,
Tier-B reserve (active),Caxsol Tech,caxsol.com,"Ahmedabad, India",32,rank 2129,,,
Tier-B reserve (active),IGNEK,ignek.com,"Ahmedabad, India",32,rank 2134,,,
Tier-B reserve (active),Elitech Systems Pvt. Ltd.,elitechsystems.com,"Ahmedabad, India",32,rank 2136,,,
Tier-B reserve (active),JSP Infotech,jspinfotech.com,"Surat, India",30,rank 2143,,,
Tier-B reserve (active),Matiyas Solutions,matiyas.com,"Ahmedabad, India",30,rank 2146,,,
Tier-B reserve (active),ICUBE TECHNOLABS,icubetechnolabs.com,"Ahmedabad, India",30,rank 2152,,,
Tier-B reserve (active),Tatvamasi Labs,tatvamasilabs.com,"Surat, India",30,rank 2153,,,
Tier-B reserve (active),Raulji Technologies,rauljitechnologies.com,"Vadodara, India",30,rank 2160,,,
Tier-B reserve (active),Tanθ Software Studio,tanthetaa.com,"Surat, India",30,rank 2165,,,
Tier-B reserve (active),TST Technology,tsttechnology.io,"Ahmedabad, India",30,rank 2170,,,
Tier-B reserve (active),Geminate Solutions Private Limited,geminatesolutions.com,"Surat, India",30,rank 2174,,,
Tier-B reserve (active),SourcePro Infotech Pvt. Ltd.,sourcepro.co.in,"Ahmedabad, India",30,rank 2179,,,
Tier-B reserve (active),JBcodeapp,jbcodeapp.com,"Surat, India",30,rank 2185,,,
Tier-B reserve (active),Techitree Technologies,techitree.com,"Ahmedabad, India",30,rank 2189,,,
