status,company,domain,city,score,reason_or_rank,lead_source,owner,deal_id
REJECTED — not actionable,SOHA LLC,thesohallc.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Cornflea Technologies Pvt. Ltd.,cornflea.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Exavel Technologies,exaveltech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,ZupeeSoft India,zupeesoft.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Loopera Technologies,loopera.tech,"Ahmedabad, India",,,,,
REJECTED — not actionable,VisionXGen,visionxgen.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Acqurio Tech,acquriotech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,visakix.ai,visakix.ai,"Ahmedabad, India",,,,,
REJECTED — not actionable,WizCodes,wizcodes.site,"Ahmedabad, India",,,,,
REJECTED — not actionable,PPInfotech Technologies,ppinfotech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Rapid Softech,rapidsoftech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Tech Storiez,techstoriez.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,FeelTech Solutions,feeltechsolutions.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Codecano Technology,codecano.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Techrays Labs,techrayslabs.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Dspars Digital Lab,dspars.io,"Ahmedabad, India",,,,,
REJECTED — not actionable,Rorix Technologies Private Limited,rorixtech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,ABJ Experts,abjexperts.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,VihaApps,vihaapps.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,CodeDame Infotech,codedameinfotech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,B A C Web Development Services,officialbac.xyz,"Ahmedabad, India",,,,,
REJECTED — not actionable,Rocket19 Technologies,rocket19.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Cognimit Technologies LLP,cognimit.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Global Garner Consultancy services,ggconsultancy.services,"Ahmedabad, India",,,,,
REJECTED — not actionable,Wontech Technology Solutions,wontech.co.in,"Ahmedabad, India",,,,,
REJECTED — not actionable,Signalfoundry,signalfoundry.tech,"Ahmedabad, India",,,,,
REJECTED — not actionable,Evolz,evolz.co,"Ahmedabad, India",,,,,
REJECTED — not actionable,Tech Career IT Solutions LLP,techcareer.site,"Ahmedabad, India",,,,,
REJECTED — not actionable,Acinor Solutions Pvt. Ltd.,acinorsolutions.in,"Ahmedabad, India",,,,,
REJECTED — not actionable,Wisenetic,wisenetic.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,NetFillip Technologies,netfillip.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,InfoPixal,infopixal.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Ibeacon Application Development,ibeaconapplicationdevelopment.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Alvin Software,alvinsoftware.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,VaST ITES,vastites.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Amkay Software solution,amkaysoftwaresolution.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Everon Lab,everonlab.in,"Surat, India",,,,,
REJECTED — not actionable,Softwera Innovation,softwerainnovation.com,"Surat, India",,,,,
REJECTED — not actionable,CodeInfluencer IT Solution LLP,codeinfluencer.com,"Surat, India",,,,,
REJECTED — not actionable,Rising Wings Creative Pvt Ltd,risingwings.in,"Surat, India",,,,,
REJECTED — not actionable,Balaji Infosol,balajiinfosol.com,"Surat, India",,,,,
REJECTED — not actionable,Fall Rise Infotech,fallrise.in,"Surat, India",,,,,
REJECTED — not actionable,Indent Technologies,indenttechnologies.com,"Surat, India",,,,,
REJECTED — not actionable,Akinven Pvt Ltd,akinven.com,"Surat, India",,,,,
REJECTED — not actionable,CodeChain Technologies,codechain.in,"Surat, India",,,,,
REJECTED — not actionable,Jenis Web Technologies,jenisweb.com,"Surat, India",,,,,
REJECTED — not actionable,SolvSutra Software,solvsutra.com,"Surat, India",,,,,
REJECTED — not actionable,Tech Innovators India,techinnovators.co.in,"Surat, India",,,,,
REJECTED — not actionable,DevFluence Services,devfluence.in,"Surat, India",,,,,
REJECTED — not actionable,Akriv Tech,akrivtech.com,"Surat, India",,,,,
REJECTED — not actionable,Magnyte Software,magnytesolution.com,"Surat, India",,,,,
REJECTED — not actionable,SparkScribe Technologies,sparkscribetech.com,"Surat, India",,,,,
REJECTED — not actionable,TeqnoDux,teqnodux.com,"Surat, India",,,,,
REJECTED — not actionable,Vecnosys,vecnosys.com,"Surat, India",,,,,
REJECTED — not actionable,Axoryte infosoft,axoryteinfosoft.com,"Surat, India",,,,,
REJECTED — not actionable,SarvaaX Solutions,sarvaax.com,"Surat, India",,,,,
REJECTED — not actionable,Sailwin Software,sailwinsoftware.com,"Surat, India",,,,,
REJECTED — not actionable,MD TECH Consultancy Services,mdtechcs.com,"Surat, India",,,,,
REJECTED — not actionable,IOTiva Innovation LLP,iotiva.in,"Surat, India",,,,,
REJECTED — not actionable,KP Global IT Solution,kpglobalbusiness.com,"Surat, India",,,,,
REJECTED — not actionable,Verloop Web,verloopweb.com,"Surat, India",,,,,
REJECTED — not actionable,Techno Brigade Infotech,technobrigadeinfotech.com,"Surat, India",,,,,
REJECTED — not actionable,highsense,highsense.in,"Surat, India",,,,,
REJECTED — not actionable,Windex Software Solution,windexsoft.com,"Surat, India",,,,,
REJECTED — not actionable,Blazon Infotech,blazoninfotech.com,"Surat, India",,,,,
REJECTED — not actionable,V Care Technologies,vcaretechnologies.net,"Surat, India",,,,,
REJECTED — not actionable,Brihati Softech,brihatisoftech.com,"Surat, India",,,,,
REJECTED — not actionable,Bitbrains,bitbrains.in,"Surat, India",,,,,
REJECTED — not actionable,Ninetyseven Infotech,ninetyseveninfotech.com,"Surat, India",,,,,
REJECTED — not actionable,Prince IT Solution,princeitsolution.com,"Surat, India",,,,,
REJECTED — not actionable,Shreedama Technologies,shreedama.com,"Surat, India",,,,,
REJECTED — not actionable,1 Digit Technology,1digittechnology.com,"Surat, India",,,,,
REJECTED — not actionable,autoGenixAI,autogenixai.com,"Surat, India",,,,,
REJECTED — not actionable,Invertux,invertux.com,"Surat, India",,,,,
REJECTED — not actionable,TechFanatic,techfanatic.in,"Surat, India",,,,,
REJECTED — not actionable,HK EdgeTech LLP,hkedgetech.com,"Surat, India",,,,,
REJECTED — not actionable,BlueRibbon Solution,blueribbonsolution.com,"Surat, India",,,,,
REJECTED — not actionable,Foecht,foecht.com,"Surat, India",,,,,
REJECTED — not actionable,Intekbit Solutions Pvt Ltd,intekbit.com,"Surat, India",,,,,
REJECTED — not actionable,Dev Genius,devgenius.tech,"Surat, India",,,,,
REJECTED — not actionable,Dhvaj Solution,dhvajsolution.com,"Surat, India",,,,,
REJECTED — not actionable,Trueline Solution,truelinesolution.com,"Surat, India",,,,,
REJECTED — not actionable,Phila Infotech,philainfotech.com,"Surat, India",,,,,
REJECTED — not actionable,Codifyinfotech,codifyinfotech.com,"Surat, India",,,,,
REJECTED — not actionable,SAT Technolab,sattechnolab.com,"Surat, India",,,,,
REJECTED — not actionable,Freshcodes,freshcodes.net,"Surat, India",,,,,
REJECTED — not actionable,Riofos Technologies Pvt. Ltd.,riofos.com,"Surat, India",,,,,
REJECTED — not actionable,Enacle Infotech,enacleinfotech.com,"Surat, India",,,,,
REJECTED — not actionable,BLACKBULL TECHNOLOGIES,blackbulltechnologies.in,"Surat, India",,,,,
REJECTED — not actionable,TechFlecks,techflecks.com,"Surat, India",,,,,
REJECTED — not actionable,Cusenware,cusenware.com,"Surat, India",,,,,
REJECTED — not actionable,VentroX Tech,ventroxtech.in,"Surat, India",,,,,
REJECTED — not actionable,Izzardtech Solutions,izzardtech.com,"Surat, India",,,,,
REJECTED — not actionable,MOSTLI DIGITAL VENTURES LLP,mostli.co,"Surat, India",,,,,
REJECTED — not actionable,Roshniwebsolution,roshniwebsolution.com,"Surat, India",,,,,
REJECTED — not actionable,M2 Web Solution,m2webdesigning.com,"Vadodara, India",,,,,
REJECTED — not actionable,Webcrome Software,webcrome.com,"Vadodara, India",,,,,
REJECTED — not actionable,Techifyhouse,techifyhouse.com,"Vadodara, India",,,,,
REJECTED — not actionable,Intellekt AI LLP,intellektai.com,"Vadodara, India",,,,,
REJECTED — not actionable,Zivaan Solutions,zivaansolutions.com,"Vadodara, India",,,,,
REJECTED — not actionable,Kaimani Systems,kaimani.in,"Vadodara, India",,,,,
REJECTED — not actionable,ACLORE WINGS PRIVATE LIMITED,aclorewings.com,"Vadodara, India",,,,,
REJECTED — not actionable,CMS Softwares,cmssoftwares.com,"Vadodara, India",,,,,
REJECTED — not actionable,Classy Endeavors,classyendeavors.com,"Vadodara, India",,,,,
REJECTED — not actionable,Nexgale Dynamics Private Limited,nexgale.com,"Vadodara, India",,,,,
REJECTED — not actionable,AsianWeb Technologies,theasianweb.com,"Vadodara, India",,,,,
REJECTED — not actionable,ClickColon Solutions LLP,clickcolon.com,"Vadodara, India",,,,,
REJECTED — not actionable,Techecy,techecy.com,"Vadodara, India",,,,,
REJECTED — not actionable,Roots Digit,rootsdigit.com,"Vadodara, India",,,,,
REJECTED — not actionable,Aexaware Infotech Pvt. Ltd.,aexaware.com,"Vadodara, India",,,,,
REJECTED — not actionable,TechroMetric,techrometric.com,"Vadodara, India",,,,,
REJECTED — not actionable,Zynteq Technologies,zynteqtechnologies.com,"Vadodara, India",,,,,
REJECTED — not actionable,6Logics,6logics.com,"Vadodara, India",,,,,
REJECTED — not actionable,codedote,codedote.com,"Vadodara, India",,,,,
REJECTED — not actionable,VTechLabs,vtechlabs.com,"Vadodara, India",,,,,
REJECTED — not actionable,MyITPark,myitpark.in,"Vadodara, India",,,,,
REJECTED — not actionable,Absolute Web,absoluteweb.in,"Vadodara, India",,,,,
REJECTED — not actionable,Namah Softech Private Limited,namahsoftech.com,"Vadodara, India",,,,,
REJECTED — not actionable,Innovace,innovace.studio,"Vadodara, India",,,,,
REJECTED — not actionable,ProBluVantara,probluvantara.com,"Vadodara, India",,,,,
REJECTED — not actionable,Tasky Monk,taskymonk.com,"Vadodara, India",,,,,
REJECTED — not actionable,ARCHON INDIA,archonindia.com,"Vadodara, India",,,,,
REJECTED — not actionable,CreOwn Technologies LLC,creowntech.com,"Vadodara, India",,,,,
REJECTED — not actionable,VeravalOnline Pvt. Ltd.,veravalonline.com,"Vadodara, India",,,,,
REJECTED — not actionable,Consulting Arm Services,consultingarm.com,"Vadodara, India",,,,,
REJECTED — not actionable,KICKSTART SOLUTIONS LLP,kickstartsolutions.in,"Vadodara, India",,,,,
REJECTED — not actionable,Innovura Technologies Pvt. Ltd.,innovuratech.com,"Vadodara, India",,,,,
REJECTED — not actionable,Cleancoders.tech,cleancoders.tech,"Vadodara, India",,,,,
REJECTED — not actionable,Relevance Lab Technologies Private Limited,relevancelab.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,TechExtensor PVT LTD,techextensor.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Saubhagyam Web Pvt. Ltd.,saubhagyam.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Doers InfoSoft,doersinfosoft.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Radixweb,radixweb.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Xynnity,xynnity.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,WebClues Infotech,webcluesinfotech.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Samarpan Infotech,samarpaninfotech.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Tecxar Consultants,tecxar.io,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Vnnovate Solutions Pvt Ltd,vnnovate.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Bridgecode Technologies LLP,thebridgecode.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Digicorp Information Systems Pvt.Ltd,digi-corp.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Techxplore IT Solutions,techxplore.io,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,EliteWebHub,elitewebhub.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Solution Analysts,solutionanalysts.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Clementius LLP,clementius.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Sadhi Infotech,sadhiinfotech.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,ApuzzTech,apuzztech.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,iPOP Solution,ipopsolution.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,NorthLogics,northlogics.tech,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,JS Techno Solutions Pvt. Ltd.,jstechno.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Krishang Technolab,krishangtechnolab.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Excellent Webworld,excellentwebworld.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,SoluteLabs,solutelabs.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Indylogix Solutions,indylogix.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,VNJ INNOVATIONS,vnjinnovations.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Virmati Group,virmati.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Vinexa Infotech Solutions,vinexainfotech.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,iPreside IT Service Private Limited,ipreside.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Divine Infosys,divineinfosys.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,GENIXBIT LABS PRIVATE LIMITED,genixbit.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,LivBix Technologies,livbix.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Codeintelli Technologies LLP,codeintelli.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Softcoding Solutions,softcodingsolutions.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Artifex-Online,artifex-online.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Inficoders_technolab,inficoders.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,DOT Infotech(Digital Ocean Technologies),dotinfo.tech,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Falcon Online Services,falcononlineservices.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Markupsolution,markupsolution.in,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,AIXTOR Technologies,aixtor.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Sublime Data Systems,sublimedatasys.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,MSA Infotech,msainfotech.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Vethics Solutions LLP,vethics.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Data Cross Solution,datacrosssolution.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,The Gateway Corp,thegatewaycorp.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,SatyamevInfotech,satyamevinfotech.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,CodnestX,codnestx.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Tabdelta Solutions,tabdelta.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Loud Coders,loudcoders.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Aseum Infotech Pvt Ltd,aseuminfotech.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Innopad Solutions LLP,innopadsolutions.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Positiwise Software Pvt Ltd,positiwise.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,CreoWeb Solution,creowebsolution.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,NMI - Website Development & Software Development C,nearmeindia.in,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,iView Labs Pvt. Ltd.,iviewlabs.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Sigmate Informatics,sigmateinformatics.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,I Can Infotech,icaninfotech.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Webs Optimization Software Solution,websoptimization.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Finlite Technologies,finlitetech.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,KNP Technologies Private Limited,knp-tech.com,"Ahmedabad, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Coruscate Solutions Pvt Ltd,coruscatesolution.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Qwesys Digital Solutions,qwesys.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Prilancers infotech,prilancers-infotech.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Growwork Infotech,growworkinfotech.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,CODEEDOC,codeedoc.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Trakshym,trakshym.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Keviak Technologies,keviak.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Team Unibrains,teamunibrains.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Future Technologies,softwebmlm.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Aviansoft Private Limited,aviansoft.in,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,qodors,qodors.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Webiots LLC,webiots.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Nexprism,nexprism.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Greencom Ebizz Infotech,ebizzinfotech.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Jyoti Technosoft LLP,jyotitechnosoft.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Zerotwo Solutions,zerotwosolutions.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,The Hyper Tech,thehypertech.in,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,KamalDhari Infotech,kamaldhari.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Cypher Tech,cypherinsights.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Propelius Technologies,propelius.tech,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Codely infotech,codelyinfotech.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Viva Tech Services,vivatechservices.in,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Apexture Private Limited,apexture.in,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,SoftStorm Technosys Pvt. Ltd.,softstorm.in,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,ThetaSoln,thetasol.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Websinception Software Company,websinception.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Sabhaya Solutions LLP,sabhayasolutions.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Nothing Info,nothinginfo.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Techsoul Solutions,techsoulsolutions.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Rohmate,rohmate.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Whitelion Infosystems,whitelioninfosystems.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Solwin Infotech LLP,solwininfotech.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Svastsys Technology,svastsys.com,"Surat, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Softweirdo Solutions Private Limited,softweirdo.com,"Vadodara, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Evozard Consulting Services Pvt Ltd,evozard.com,"Vadodara, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Shreeji Softinfo Consultancy LLP,shreejisoftinfo.com,"Vadodara, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Zithas Technologies LLC,zithas.com,"Vadodara, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Rockers Technologies,rockersinfo.com,"Vadodara, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Promact Infotech Pvt Ltd.,promactinfo.com,"Vadodara, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Dual Infotech Group,dualinfotechgroup.com,"Vadodara, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Imriel Technology Solutions Pvt Ltd,imriel.com,"Vadodara, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,DIWIZON DYNAMICS PVT LTD,diwizon.com,"Vadodara, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Vardaam Web Solutions Pvt. Ltd.,vardaam.com,"Vadodara, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Infoservops,infoservops.com,"Vadodara, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Sanfinity Creative Solution Pvt. Ltd,thesanfinity.com,"Vadodara, India",,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Sankalp Technology Services,sankalptechnology.com,Vadodara,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Aimb System LLP,aimbsystem.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Civica Resource Private Limited,civica.com,Vadodara,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Sufalam Technologies Private Limited,sufalamtech.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,AugustCode Solutions Private Limited,augustinfotech.com,Surat,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,iNtechspace Technologies Private Limited,intechspace.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Toshal Infotech Private Limited,toshalinfotech.com,Surat,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Growby Exx Services Private Limited,growexx.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Dev Accelerator Limited,devx.work,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,GVFL Limited,gvfl.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,"Indian Institute of Management, Ahmedabad",iimahd.ernet.in,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Applied Software Pvt Ltd,appliedcommerce.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,gnfc.in,Gandhinagar,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Gujarat Informatics Ltd,gujaratinformatics.com,Gandhinagar,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,TTEC India Customer Solutions Private Limited,motifinc.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Hi-Tech Digital Solutions LLP,hitechos.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Anant Softtech Pvt Ltd,anantsoftech.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,QX Global Services Private Limited,qxltd.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Bulwark Systems,bulwarks.com,Vadodara,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Elegant Microweb Technologies Pvt Ltd,elegantjbi.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Team Tranquil Software Solutions Pvt Ltd,teamtranquil.com,Vadodara,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Online PSB Loans Limited,onlinepsbloans.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Amnex Infotechnologies Private Limited,amnex.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Sociorac Online Private Limited,sociorac.com,Vadodara,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Analytix Business Solutions (India) Private Limited,analytix.com,Ahmedabad,,,,,
In a lane (retry/thin-evidence/dead-site) — not actionable,Eximious Global Limited,eximiousglobal.com,Ahmedabad,,,,,
