brand_name,legal_name,cin,company_status,company_class,date_of_registration,registered_state,tier,confidence,shutdown_date,shutdown_year,sector,city,funding_usd,investors,reason,domain,dns_resolves,wayback_last_capture,dpiit_recognised,evidence_count,primary_source_url,primary_source_name,all_source_urls,rationale,prequal_total,prequal_max_possible,prequal_pct,prequal_routing,prequal_unscored,pq_funding,pq_years,pq_eng_headcount,pq_sector,pq_code_location,pq_legal_status,github_url,prequal_note
Madhur Nourishment Products LLP,MADHUR NOURISHMENT PRODUCTS LLP,AAF-6086,Under Liquidation,,2016-02-02,maharashtra,confirmed,1.0,,,,,,,,madhurnourishmentproducts.com,0,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,"IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation; site dead (liveness 0.90, NXDOMAIN)",5,5,100.0,dont_pursue_but_unscored,"funding,years,eng_headcount,sector,code_location",,,,,,5,,"Below 25, BUT 5 criteria were unscored (funding, years, eng_headcount, sector, code_location). This is a research gap, not a weak lead — resolve those before deprioritising."
VEDEDGE PRIVATE LIMITED,VEDEDGE PRIVATE LIMITED,U85110HR2021PTC100179,Struck Off (STK-7),Private,2021-01-01,Haryana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEDH INSTITUTE OF ART AND DESIGN PRIVATE LIMITED,VEDH INSTITUTE OF ART AND DESIGN PRIVATE LIMITED,U85499TN2023PTC162377,Struck Off (STK-7),Private,2023-01-01,Tamil Nadu,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-22; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEDIC GOLD PRIVATE LIMITED,VEDIC GOLD PRIVATE LIMITED,U32111KL2025PTC095154,Struck Off (STK-7),Private,2025-01-01,Kerala,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEDKONNECT PRIVATE LIMITED,VEDKONNECT PRIVATE LIMITED,U74900KA2019FTC121126,Struck Off (STK-7),Subsidiary of Foreign Company,2019-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEDMATA LAND DEVELOPERS AND BUILDERS PRIVATE LIMITED,VEDMATA LAND DEVELOPERS AND BUILDERS PRIVATE LIMITED,U45200MH2022PTC382119,Struck Off (STK-7),Private,2022-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEDMATA TRADECOM PRIVATE LIMITED,VEDMATA TRADECOM PRIVATE LIMITED,U51909DL2016PTC306244,Struck Off (STK-7),Private,2016-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEDSATYA AGRO PRIVATE LIMITED,VEDSATYA AGRO PRIVATE LIMITED,U01611DL2024PTC435103,Struck Off (STK-7),Private,2024-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEECROSS DEVELOPERS PRIVATE LIMITED.,VEECROSS DEVELOPERS PRIVATE LIMITED.,U45101KA1995PTC017567,Struck Off (STK-7),Private,1995-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEEKSHANAM CHITS PRIVATE LIMITED,VEEKSHANAM CHITS PRIVATE LIMITED,U65992KL2000PTC013944,Struck Off (STK-7),Private,2000-01-01,Kerala,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
"VEER BIGGAJI HOTEL AND RESORTS
PRIVATE LIMITED","VEER BIGGAJI HOTEL AND RESORTS
PRIVATE LIMITED",U55209RJ2022PTC084512,Struck Off (STK-7),Private,2022-01-01,Rajasthan,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEETECH COMMUNICATION AND SERVICES PRIVATE LIMITED,VEETECH COMMUNICATION AND SERVICES PRIVATE LIMITED,U74900KA2008PTC045069,Struck Off (STK-7),Private,2008-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEGA TECHNOLOGY (INDIA) PRIVATE LIMITED,VEGA TECHNOLOGY (INDIA) PRIVATE LIMITED,U74990MH2011PTC221278,Struck Off (STK-7),Private,2011-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-16; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEGANRANGAN VENTURES (OPC) PRIVATE LIMITED,VEGANRANGAN VENTURES (OPC) PRIVATE LIMITED,U47219KA2024OPC195206,Struck Off (STK-7),One Person Company,2024-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEGHACKS FOODS PRIVATE LIMITED,VEGHACKS FOODS PRIVATE LIMITED,U15490KA2018PTC119780,Struck Off (STK-7),Private,2018-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-22; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VELCOAT (INDIA) PRIVATE LIMITED,VELCOAT (INDIA) PRIVATE LIMITED,U25199MH2009PTC190944,Struck Off (STK-7),Private,2009-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VELDEL PRIVATE LIMITED,VELDEL PRIVATE LIMITED,U74999TG2017PTC119904,Strike Off,Private,2017-10-05,telangana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Strike Off; timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VELIKO EDUCATIONAL TECHNOLOGY SOLUTIONS PRIVATE LIMITED,VELIKO EDUCATIONAL TECHNOLOGY SOLUTIONS PRIVATE LIMITED,U72900KL2019PTC059290,Struck Off (STK-7),Private,2019-01-01,Kerala,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VELINDRA LIFE SCIENCE PRIVATE LIMITED,VELINDRA LIFE SCIENCE PRIVATE LIMITED,U72100TN2025PTC180555,Struck Off (STK-7),Private,2025-01-01,Tamil Nadu,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-16; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VELOURAA REALTY PRIVATE LIMITED,VELOURAA REALTY PRIVATE LIMITED,U68200DL2025PTC450090,Struck Off (STK-7),Private,2025-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VELOZ ADVERTISING (OPC) PRIVATE LIMITED,VELOZ ADVERTISING (OPC) PRIVATE LIMITED,U72200PN2022OPC216371,Struck Off (STK-7),One Person Company,2022-01-01,,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VELVET EDUCATION CONSULTANTS PRIVATE LIMITED,VELVET EDUCATION CONSULTANTS PRIVATE LIMITED,U80902KL2020PTC063744,Struck Off (STK-7),Private,2020-01-01,Kerala,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEMAS MARINE SERVICES PRIVATE LIMITED,VEMAS MARINE SERVICES PRIVATE LIMITED,U35999MH2022PTC392959,Struck Off (STK-7),Private,2022-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEMBANAD CRUISES PRIVATE LIMITED,VEMBANAD CRUISES PRIVATE LIMITED,U55103TN2006PTC059812,Struck Off (STK-7),Private,2006-01-01,Tamil Nadu,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VEMRI INDIA OVERSEAS PRIVATE LIMITED,VEMRI INDIA OVERSEAS PRIVATE LIMITED,U74999DL2018PTC331158,Struck Off (STK-7),Private,2018-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VENICIA SOFTWARE SERVICES PRIVATE LIMITED,VENICIA SOFTWARE SERVICES PRIVATE LIMITED,U72909TN2022PTC153253,Struck Off (STK-7),Private,2022-01-01,Tamil Nadu,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VENKATA RAMA SEEDS PRIVATE LIMITED,VENKATA RAMA SEEDS PRIVATE LIMITED,U01100TG2022PTC167906,Struck Off (STK-7),Private,2022-01-01,Telangana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VENKATESHWARA FOODS AND SNACKS PRIVATE LIMITED,VENKATESHWARA FOODS AND SNACKS PRIVATE LIMITED,U15490UP2021PTC140525,Struck Off (STK-7),Private,2021-01-01,Uttar Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VENKATESHWARA GROWTH PRIVATE LIMITED,VENKATESHWARA GROWTH PRIVATE LIMITED,U74999TG2021PTC154429,Struck Off (STK-7),Private,2021-01-01,Telangana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VENKATSHREE FOOD AND BEVERAGES PRIVATE LIMITED,VENKATSHREE FOOD AND BEVERAGES PRIVATE LIMITED,U15490WB2016PTC217314,Struck Off (STK-7),Private,2016-01-01,West Bengal,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-22; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VENNER LINES PRIVATE LIMITED,VENNER LINES PRIVATE LIMITED,U61100MH2022PTC392539,Struck Off (STK-7),Private,2022-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VENTAJA ESTATES PRIVATE LIMITED,VENTAJA ESTATES PRIVATE LIMITED,U70200DL2012PTC243919,Struck Off (STK-7),Private,2012-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-16; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
VENTAS GLOBAL EQUIPAGE PRIVATE LIMITED,VENTAS GLOBAL EQUIPAGE PRIVATE LIMITED,U29308MH2019PTC324286,Struck Off (STK-7),Private,2019-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
